,name,featureType,plateId,points
1304,West Sulawesi,ClosedContinentalBoundary,668,"{-0.937469282,119.848128907},{-1.43289938,119.959770018},{-1.735377175,120.008767208},{-1.9157742990000002,120.062261144},{-2.78553081,120.292322846},{-5.292560201,120.968536013},{-8.035999394,121.561896966},{-8.008899388,121.442902044},{-7.9284003720000005,121.271301166},{-7.851299429,121.131699009},{-7.760599304,120.953185965},{-7.726599317,120.835297011},{-7.702800439,120.558402991},{-7.703899343,120.267799069},{-7.757200347,119.935898032},{-7.761800276,119.667000073},{-7.770800413,119.414100943},{-7.79919922,119.089203015},{-7.830890502,118.86029807},{-7.854699446,118.593696985},{-7.875099367,118.32589687},{-7.913700342,118.182700979},{-7.92960046,117.941902158},{-7.932999417,117.600196981},{-7.954600311,117.361702097},{-7.99090035,117.018898193},{-8.012499301,116.727698994},{-8.012499301,116.557907079},{-8.126579262,115.883003125},{-6.082470318,117.008422844},{-5.947610722,117.077631985},{-3.37854029,118.396102952},{-2.255650364,118.345070038},{-1.2858793099999999,118.345070038},{0.566200757,119.480698106},{0.158999618,119.567596125},{-0.210499553,119.667098962},{-0.559400495,119.744903958},{-0.937469282,119.848128907}"
1305,Southwest Sulawesi,ClosedContinentalBoundary,566,"{-3.749874215,123.560346807},{-4.479227,123.5013},{-5.110906545,124.553597412},{-5.394639273,125.026259884},{-5.675360475,125.460098016},{-6.083690361,126.378829975},{-5.905276239,126.67028554},{-6.018874849,126.862531246},{-6.2243052070000005,127.20444691},{-6.458532152,127.52650896},{-6.538663722,127.636689869},{-6.915567329,127.838322582},{-6.912985352,127.847364909},{-7.128085938,127.962085222},{-7.400133567,128.350724691},{-7.403234089,128.343997498},{-7.417100352,127.139702038},{-7.37959934,126.872498082},{-7.349999385,126.70279711},{-7.33749946,126.520499972},{-7.345499228,126.318703156},{-7.368199379,126.171997059},{-7.397799334,125.951796996},{-7.42739929,125.798202043},{-7.452399493,125.723700999},{-7.530790408,125.66979995},{-7.873390353,125.580069997},{-7.883099489,125.264800857},{-7.930699188,125.081702895},{-7.934100441,124.914597053},{-7.923899332,124.756698838},{-7.869499423,124.609100091},{-7.857000381,124.495796055},{-7.897800401,124.350501952},{-7.912770589,123.376229631},{-7.921140328,122.831520008},{-8.035999394,121.561896966},{-5.292560201,120.968536013},{-2.78553081,120.292322846},{-1.9157742990000002,120.062261144},{-2.374316216,120.542866957},{-2.659560971,120.823043022},{-2.743721683,120.95439124},{-2.859628641,121.251402822},{-3.084198374,121.736763212},{-3.370571782,122.321987496},{-3.7440459930000003,123.545974837},{-3.749874215,123.560346807}"
1306,Bird's Head,ClosedContinentalBoundary,61501,"{-1.48365046,135.814209133},{-3.560590382,135.198624109},{-3.625899265,135.361906485},{-3.795186135,135.171346205},{-3.963111162,134.9584198},{-4.194777965,134.730697632},{-4.523301203,134.61455233},{-5.188695652,134.461459805},{-5.358677487,134.26145318},{-5.501698997,134.093169023},{-5.410650288,133.797255996},{-5.193600371,133.597397051},{-5.040890474,133.507004012},{-4.879000321,133.304398072},{-4.758099314,133.188797162},{-4.587100423,133.146500033},{-4.388599436,133.049301134},{-4.282499466,132.99319486},{-4.20031033,132.882202002},{-4.119299387,132.70480305},{-4.01879936,132.562896955},{-3.780200289,132.353499988},{-3.5861002170000003,132.16819786},{-3.432999356,131.953002994},{-3.19769947,131.630402117},{-2.992099311,131.328307997},{-2.84921033,131.018204219},{-2.727230922,130.765039002},{-2.560245873,131.37372644},{-2.424513306,132.609716509},{-2.3032640840000003,133.401027217},{-2.088000059,134.168579102},{-1.789300507,134.514614968},{-1.428774946,135.562810506},{-1.48365046,135.814209133}"
1307,Bird's Head,ClosedContinentalBoundary,61502,"{-1.290600201,134.929793959},{-1.428774946,135.562810506},{-1.789300507,134.514614968},{-2.088000059,134.168579102},{-2.3032640840000003,133.401027217},{-2.424513306,132.609716509},{-2.560245873,131.37372644},{-2.727230922,130.765039002},{-2.723499255,130.75729402},{-2.629799438,130.481505968},{-2.59780054,130.228607015},{-2.565800231,129.939101996},{-2.522299481,129.604995911},{-2.469699353,129.330398942},{-2.453699463,129.05580109},{-2.374800329,128.626601912},{-2.294883686,128.438274331},{-2.278083185,128.425207275},{-2.047088,128.1445},{-1.6935852740000001,128.961330818},{-1.558570311,129.273306864},{-0.9909915520000001,130.150605386},{-0.9749040860000001,130.450405259},{-1.191888086,130.641693786},{-1.378226122,130.831244547},{-1.40392792,130.972604436},{-1.326822526,131.043284381},{-1.23573583,131.070295067},{-1.083428878,131.161679237},{-0.8923409440000001,131.145755243},{-0.881609348,131.26652514},{-0.7332002400000001,132.05999791},{-0.70099915,132.819503892},{-0.835599466,133.463394132},{-1.046460343,134.074127059},{-1.11940053,134.266799951},{-1.290600201,134.929793959}"
1308,Sula-Banggai,ClosedContinentalBoundary,670,"{-1.8101943280000001,127.618897889},{-1.895972371,127.27096976},{-1.9799515300000001,126.68311565},{-1.987003826,126.200560164},{-1.9785131850000002,125.829205572},{-2.073620592,125.439578108},{-2.1995893300000002,124.661155907},{-2.270045235,124.432506552},{-2.051489217,122.703918033},{-1.719729451,122.678397956},{-1.311399211,122.754951124},{-1.0562002050000001,122.882561045},{-1.209319255,125.358017001},{-1.20302989,126.591880132},{-1.259733768,126.64279145},{-1.4730134750000001,126.919200818},{-1.730662665,127.339406951},{-1.8101943280000001,127.618897889}"
1309,Central New Guinea,ClosedContinentalBoundary,698,"{-2.510800278,139.893798954},{-2.703400415,140.412505938},{-2.850810213,140.787994075},{-3.00199179,141.134843373},{-3.422700418,142.116104144},{-3.66189918,142.634795941},{-3.922799314,143.087692107},{-4.185099257,143.488007038},{-4.307189405,143.747374922},{-4.362567721,143.859051647},{-4.452421782,144.155944729},{-4.601619275,144.417040342},{-4.894531444,144.846644857},{-4.974613007,144.964097816},{-5.210842371,145.187894055},{-5.409772362,145.39925717},{-5.683301099,145.710085281},{-5.8946642140000005,145.946314645},{-6.08116108,146.170110884},{-6.280091071,146.46850587},{-6.4884,146.6818},{-6.721078257,146.984077943},{-6.752282791,146.993755175},{-6.810979307,147.066969253},{-6.798516342,147.067229904},{-6.922526174,147.211395083},{-6.965626246,147.268203999},{-7.034140518,147.37393384},{-7.1133932810000005,147.420653959},{-7.114224248,147.428614307},{-7.544390473,147.682189985},{-8.056487432,148.267745945},{-8.192596335,148.67605605400001},{-8.444190651,150.940438191},{-9.014011945,150.155848095},{-9.6141,149.534963162},{-9.6783,149.886963163},{-9.847031297000001,149.944484976},{-10.118819432,150.293942589},{-10.140000295,150.350006096},{-10.155127586,150.395388503},{-10.2242,150.391},{-10.4356,150.411},{-10.713583951,151.064822073},{-10.618793357,150.506886525},{-10.573103269,150.237955581},{-10.41727078,150.105194761},{-10.296047817,149.732201029},{-10.174824854,149.135411057},{-10.30537266,148.697143421},{-10.432942272,148.679479555},{-10.418,148.493},{-10.418,148.297764414},{-10.421905253,148.294282167},{-10.195898726,147.794426372},{-9.943798655,147.229088448},{-9.545354492,146.990029367},{-9.475650448,146.972870003},{-9.441342316,147.104110917},{-8.815010175,147.114273},{-8.141029244,146.809952111},{-7.742879452,146.47816515},{-7.493709321,146.153336091},{-6.880230457,146.102141952},{-6.576447087,145.74551943},{-6.2229,145.6533},{-5.8603000000000005,145.3251},{-5.691,145.1306},{-5.4491,144.8754},{-5.1949,144.4379},{-4.8438,143.8544},{-4.6621,143.5749},{-4.3592,143.028},{-4.2259,142.6876},{-3.9107000000000003,142.1407},{-3.7773,141.849},{-3.4862,141.302},{-3.3648,141.0225},{-3.2314,140.6579},{-3.11,140.2203},{-3.0979,140.0137},{-2.8915,139.6612},{-2.7094,139.2479},{-2.6973000000000003,138.543},{-2.6487,138.1297},{-2.7747452790000002,137.646600226},{-2.9643,137.2789},{-3.2678000000000003,136.8535},{-3.4498,136.7198},{-3.523399036,136.662038104},{-3.6966902790000002,135.538895042},{-3.625899265,135.361906485},{-3.560590382,135.198624109},{-1.48365046,135.814209133},{-1.555399388,136.142898925},{-1.770500309,137.032700018},{-1.79090023,137.215606913},{-1.874200455,137.633606026},{-2.029000265,138.191695915},{-2.204199467,138.853500076},{-2.348699279,139.33421284},{-2.510800278,139.893798954}"
1310,Seram,ClosedContinentalBoundary,681,"{-2.294883686,128.438274331},{-2.374800329,128.626601912},{-2.453699463,129.05580109},{-2.469699353,129.330398942},{-2.522299481,129.604995911},{-2.565800231,129.939101996},{-2.59780054,130.228607015},{-2.629799438,130.481505968},{-2.723499255,130.75729402},{-2.727230922,130.765039002},{-2.84921033,131.018204219},{-2.992099311,131.328307997},{-3.19769947,131.630402117},{-3.432999356,131.953002994},{-3.5861002170000003,132.16819786},{-4.424869279,131.457352162},{-4.180974856,129.848236314},{-4.180974856,129.837199477},{-4.180974856,128.865865954},{-4.573923001,128.079969665},{-5.595588176,127.176188933},{-5.905276239,126.67028554},{-6.083690361,126.378829975},{-5.675360475,125.460098016},{-5.394639273,125.026259884},{-5.110906545,124.553597412},{-4.9891630970000005,125.0310622},{-4.9257729999999995,125.6856},{-4.738476,126.1727},{-3.990292,126.9869},{-3.666199193,127.337037993},{-3.279803,127.4365},{-2.569565,127.6025},{-2.520286454,127.629467777},{-2.506300297,127.801597848},{-2.450300329,128.031600991},{-2.3520004070000002,128.27650406},{-2.284499292,128.413802986},{-2.294883686,128.438274331}"
1311,Flores-Alor Islands,IslandArc,652,"{-7.912770589,123.376229631},{-8.087006075,123.239727319},{-8.396768521,122.973187541},{-8.504825188,122.857927096},{-8.670512077,122.836315763},{-9.358072048,122.437916527},{-9.33651042,121.182533086},{-8.9419503,119.233169887},{-7.79919922,119.089203015},{-7.770800413,119.414100943},{-7.761800276,119.667000073},{-7.757200347,119.935898032},{-7.703899343,120.267799069},{-7.702800439,120.558402991},{-7.726599317,120.835297011},{-7.760599304,120.953185965},{-7.851299429,121.131699009},{-7.9284003720000005,121.271301166},{-8.008899388,121.442902044},{-8.035999394,121.561896966},{-7.921140328,122.831520008},{-7.912770589,123.376229631}"
1312,Lombok-Sumbawa Islands,IslandArc,651,"{-8.9419503,119.233169887},{-9.442130426,118.798972928},{-9.273219329,115.757339198},{-9.197276911,115.765661969},{-8.126579262,115.883003125},{-8.012499301,116.557907079},{-8.012499301,116.727698994},{-7.99090035,117.018898193},{-7.954600311,117.361702097},{-7.932999417,117.600196981},{-7.92960046,117.941902158},{-7.913700342,118.182700979},{-7.875099367,118.32589687},{-7.854699446,118.593696985},{-7.830890502,118.86029807},{-7.79919922,119.089203015},{-8.9419503,119.233169887}"
1313,Timor,ClosedContinentalBoundary,684,"{-4.388599436,133.049301134},{-4.587100423,133.146500033},{-4.758099314,133.188797162},{-4.879000321,133.304398072},{-5.040890474,133.507004012},{-5.193600371,133.597397051},{-5.410650288,133.797255996},{-5.501698997,134.093169023},{-5.358677487,134.26145318},{-5.54,134.137},{-5.677,134.123},{-6.034,133.918},{-6.162514966,133.802148917},{-6.308,133.671},{-6.431,133.452},{-6.924,132.932},{-7.102,132.795},{-7.458,132.479},{-7.718,132.205},{-8.141,131.973},{-8.55,131.288},{-8.796,130.822},{-8.823,130.329},{-9.068,129.575},{-9.191,128.973},{-9.286,128.685},{-9.449,128.014},{-9.517,127.863},{-9.476,127.507},{-9.531,127.356},{-9.803,127.027},{-9.884,126.767},{-10.142,126.26},{-10.156,125.973},{-10.305,125.644},{-10.410098616,125.297371062},{-10.671,124.863},{-10.739,124.562},{-10.996,124.26},{-11.118,124.164},{-11.294,123.685},{-11.321,123.219},{-11.402,122.808},{-11.618,122.411},{-11.792595756,122.055822349},{-11.929677364,121.982347495},{-12.063,121.822},{-12.077,121.685},{-12.211,121.493},{-12.279,121.356},{-12.265,121.027},{-12.238,120.726},{-12.184,120.616},{-12.06,120.51},{-11.96,120.42},{-11.91,120.326},{-11.88,120.227},{-11.88799992,120.123000041},{-11.807,120.164},{-11.786781088,120.106480682},{-10.584370285,120.589256012},{-9.829410372,121.112105916},{-9.33651042,121.182533086},{-9.358072048,122.437916527},{-9.375790198,123.469521053},{-8.406030446,125.230422973},{-8.259089488,125.903572177},{-8.215582446,127.069314922},{-7.993764346,127.908962866},{-7.652074729,128.652224325},{-7.46587404,129.057257983},{-6.794516,129.807772749},{-6.059262549,130.300321177},{-5.870651877,130.30873725},{-5.659744454,130.299567362},{-4.966871145,130.269442435},{-4.787316418,130.170687336},{-4.180974856,129.837199477},{-4.180974856,129.848236314},{-4.424869279,131.457352162},{-3.5861002170000003,132.16819786},{-3.780200289,132.353499988},{-4.01879936,132.562896955},{-4.119299387,132.70480305},{-4.20031033,132.882202002},{-4.282499466,132.99319486},{-4.388599436,133.049301134}"
1314,Sumba,ClosedContinentalBoundary,675,"{-9.33651042,121.182533086},{-9.829410372,121.112105916},{-10.584370285,120.589256012},{-11.786781088,120.106480682},{-11.7838,120.098},{-10.967993462,119.616303198},{-10.543678073,119.363106358},{-9.949122287,119.007034396},{-9.648840495,118.819545125},{-9.442130426,118.798972928},{-8.9419503,119.233169887},{-9.33651042,121.182533086}"
1315,Mid-North Fiji (Basin),Basin,826,"{-13.799237249,180.0},{-15.394451282,180.0},{-15.545728285,179.62050831},{-15.544210286,179.603699205},{-15.555700484,179.366301989},{-15.556842248,179.270120517},{-16.7875,176.565963162},{-16.5735,176.193963162},{-12.671498686,173.613545971},{-12.5814,173.553963162},{-12.1455,174.185963162},{-12.100252372,174.510279364},{-11.986387128,175.326418133},{-11.926242112,175.757512615},{-11.90754488,175.891526609},{-11.8913,176.007963163},{-11.892493302,176.010446909},{-11.8913,176.019},{-12.446561603,177.174725803},{-13.799237249,180.0}"
1316,Lord Howe Rise North,ClosedContinentalBoundary,869,"{-17.982461098,162.614869624},{-18.4171,162.658},{-18.695413716,162.734284042},{-18.930299042,162.820563299},{-19.214142934,163.000598319},{-19.809921224,163.352658121},{-20.559645055,163.864780643},{-21.1951,164.409},{-21.3494,164.6748},{-22.4949,166.2575},{-23.0786,166.407},{-23.499188942,166.664339087},{-24.1156,167.114},{-24.3575,167.061},{-24.61588217,167.195271998},{-25.022753845,167.144865315},{-25.7352,167.097},{-25.6538,166.9545},{-26.108827592,166.973006516},{-26.732635651,167.005199686},{-27.038,167.013},{-27.37281798,166.935878458},{-27.431837408,166.922284},{-27.3804,166.882},{-28.225495644,165.907983807},{-29.730199354,164.137299187},{-29.866607486,164.000198795},{-33.886707221,158.972878152},{-33.878,158.947},{-33.812,159.026},{-33.724,159.105},{-33.614,159.158},{-33.503,159.184},{-33.371,159.211},{-33.26,159.211},{-33.127,159.237},{-33.016,159.211},{-32.949,159.211},{-32.927,159.132},{-32.927,159.0},{-32.904,158.841},{-32.86,158.709},{-32.838,158.63},{-32.815,158.604},{-32.748,158.498},{-32.637,158.472},{-32.592,158.419},{-32.57,158.314},{-32.57,158.208},{-32.503,158.155},{-32.436,158.103},{-32.346,158.103},{-32.254849249,158.081026158},{-32.241851693,158.077892819},{-32.077,158.287},{-31.942,158.129},{-32.032,157.971},{-32.009,157.918},{-31.829,157.918},{-31.717,157.865},{-31.559,157.918},{-31.446,158.023},{-31.31,158.05},{-31.196,157.997},{-31.083,157.971},{-30.969,157.918},{-30.81,157.865},{-30.673000000000002,157.812},{-30.513,157.891},{-30.431882629,157.962673286},{-30.193,158.366},{-30.101,158.34},{-29.986,158.314},{-29.803,158.419},{-29.664,158.472},{-29.526,158.472},{-29.434,158.446},{-29.272,158.419},{-29.087,158.419},{-28.901,158.472},{-28.692,158.525},{-28.529,158.578},{-28.202,158.657},{-28.015,158.551},{-27.804,158.604},{-27.639,158.578},{-27.498,158.472},{-27.31,158.446},{-27.097,158.419},{-26.861,158.34},{-26.6,158.261},{-26.41,158.182},{-26.244,158.103},{-26.163,158.091},{-26.063,158.091},{-25.976,158.105},{-25.851,158.147},{-25.739,158.243},{-25.676,158.326},{-25.564,158.367},{-25.464,158.353},{-25.364,158.312},{-25.176,158.326},{-25.093,158.419},{-24.837,158.598},{-24.697,158.674},{-24.534,158.904},{-24.394,159.108},{-24.16,159.185},{-23.973,159.134},{-23.879,159.057},{-23.715,158.981},{-23.574,158.981},{-23.526,159.032},{-23.338,159.032},{-23.15,159.006},{-22.961,159.032},{-22.772,158.904},{-22.677,158.725},{-22.677,158.572},{-22.653,158.394},{-22.487,158.317},{-22.084,158.317},{-21.893,158.368},{-21.631,158.445},{-21.321,158.496},{-21.129,158.521},{-20.794,158.496},{-20.626,158.343},{-20.554,158.139},{-20.544891605,158.090421892},{-20.493,158.242},{-20.421,158.424},{-20.331,158.578},{-20.298484134,158.580762786},{-20.2972,158.623},{-20.114,159.037},{-19.704,159.475},{-19.449329714,159.475},{-19.44033274,159.491234175},{-19.2336,159.516},{-18.9197,159.741},{-18.735500000000002,159.971},{-18.501,160.589},{-18.492011459,160.667208736},{-18.43182013,161.190929756},{-18.406585612,161.356531509},{-18.389678401,161.387038947},{-18.391715273,161.388710591},{-18.35,161.65},{-18.143703137,162.054213181},{-17.867816595,162.594778728},{-17.982461098,162.614869624}"
1317,"Chesterfield Plateau, Tasman Sea",ClosedContinentalBoundary,866,"{-21.129,158.521},{-21.321,158.496},{-21.631,158.445},{-21.893,158.368},{-22.084,158.317},{-22.487,158.317},{-22.653,158.394},{-22.677,158.572},{-22.677,158.725},{-22.772,158.904},{-22.961,159.032},{-23.15,159.006},{-23.338,159.032},{-23.526,159.032},{-23.574,158.981},{-23.715,158.981},{-23.879,159.057},{-23.973,159.134},{-24.16,159.185},{-24.394,159.108},{-24.534,158.904},{-24.697,158.674},{-24.837,158.598},{-25.093,158.419},{-25.176,158.326},{-25.701,157.375},{-25.762,157.11},{-25.429,157.064},{-25.360189009,157.029669462},{-25.060789995,156.880296098},{-24.688169195,156.68029574},{-24.215,156.422},{-23.751,156.284},{-23.525106037,156.22990434},{-23.214024868,156.127593695},{-22.653,155.842},{-22.155,155.613},{-21.838,155.596},{-21.57207488,155.670772965},{-21.411899334,155.850005994},{-21.32920039,155.961196983},{-21.313942761,155.989986511},{-21.301019985,156.014370419},{-21.304,156.015},{-21.248,156.197},{-21.248,156.545},{-21.177,156.955},{-21.077,157.076},{-20.950788733,157.314838518},{-20.821,157.545},{-20.678,157.697},{-20.544891605,158.090421892},{-20.554,158.139},{-20.626,158.343},{-20.794,158.496},{-21.129,158.521}"
1318,"North Dampier Ridge, Tasman Sea",ClosedContinentalBoundary,883,"{-28.529,158.578},{-28.622,157.68},{-28.622,157.611709379},{-28.63310702,157.599054043},{-28.62846691,157.593461038},{-28.652300308,157.331750391},{-28.552,157.294},{-28.308,157.018},{-28.229952298,156.914899949},{-28.065,156.697},{-27.772280031,156.614391911},{-27.753284843,156.609031306},{-27.739,156.605},{-27.33,156.651},{-26.919,156.651},{-26.466,156.743},{-26.437269395,156.757210837},{-26.199846878,156.87464563},{-26.094,156.927},{-25.762,157.11},{-25.701,157.375},{-25.176,158.326},{-25.364,158.312},{-25.464,158.353},{-25.564,158.367},{-25.676,158.326},{-25.739,158.243},{-25.851,158.147},{-25.976,158.105},{-26.063,158.091},{-26.163,158.091},{-26.244,158.103},{-26.41,158.182},{-26.6,158.261},{-26.861,158.34},{-27.097,158.419},{-27.31,158.446},{-27.498,158.472},{-27.639,158.578},{-27.804,158.604},{-28.015,158.551},{-28.202,158.657},{-28.529,158.578}"
