,name,featureType,plateId,points
2106,Northwest South Fiji Basin,Basin,838,"{-18.679091334,-180.0},{-18.597145743,-180.0},{-18.5159,-179.9402},{-17.720338591,-179.478720622},{-17.736005629,-179.418377613},{-17.736005629,-179.418377613},{-18.517431072,-179.8731416},{-18.679091334,-180.0}"
2107,Northwest South Fiji Basin,Basin,839,"{-20.731533157,-180.0},{-19.234511815,-180.0},{-19.105,-179.906},{-17.986110581,-179.226505561},{-18.4173,-179.309},{-18.389,-179.071},{-18.389,-179.071},{-19.0369,-179.219},{-19.5422,-179.428},{-20.1018,-179.428},{-20.479,-179.792},{-20.731533157,-180.0}"
2108,Lau Basin Tonga Side,Basin,821,"{-19.6736,-175.7594},{-19.8526,-175.4465},{-19.895419665,-175.365338766},{-20.1649,-175.406},{-20.5984,-175.689},{-21.7722,-176.126},{-22.052897387,-176.241039913},{-22.6523,-176.588},{-22.648948302,-176.794597133},{-21.505934176,-176.446571447},{-21.473097614,-176.513672247},{-21.311770158,-176.455137506},{-21.297493392,-176.507961541},{-20.542252469,-176.275012308},{-20.507750284,-176.405882664},{-19.903367189,-176.238130663},{-19.880167444,-176.318437472},{-19.439372293,-176.193515769},{-19.6736,-175.7594}"
2109,Lau Basin Tonga Side,Basin,823,"{-22.58095992,-177.330772597},{-22.58095992,-177.330772597},{-22.583489244,-177.331614964},{-22.583489244,-177.331614964},{-22.502872342,-177.656542309},{-22.502872342,-177.656542309},{-20.371763632,-177.120039417},{-20.371763632,-177.120039417},{-20.339277789,-177.266225709},{-20.339277789,-177.266225709},{-19.251002064,-177.02258189},{-19.251002064,-177.02258189},{-19.104815772,-177.249982787},{-19.104815772,-177.249982787},{-17.659195778,-177.201254024},{-17.659195778,-177.201254024},{-16.537363797,-177.683762403},{-16.537363797,-177.683762403},{-16.619944925,-176.975711218},{-16.619944925,-176.975711218},{-17.8335,-176.5793},{-17.8335,-176.5793},{-19.2906,-176.672},{-19.2906,-176.672},{-19.3766,-176.4473},{-19.3766,-176.4473},{-20.407,-176.8222},{-20.407,-176.8222},{-20.4852,-176.6328},{-20.4852,-176.6328},{-22.58095992,-177.330772597}"
2110,Lau Basin Tonga Side,Basin,864,"{-19.895419665,-175.365338766},{-19.8526,-175.4465},{-19.6736,-175.7594},{-18.3263,-175.7206},{-16.682898227,-176.424912315},{-16.684289709,-176.412981735},{-16.7538,-175.817},{-17.5393,-174.636},{-17.9064,-174.867},{-18.614,-175.072},{-18.7843,-175.304},{-19.173,-175.329},{-19.8269,-175.355},{-19.895419665,-175.365338766}"
2111,Lau Basin Tonga Side,Basin,823,"{-19.439372293,-176.193515769},{-19.880167444,-176.318437472},{-19.903367189,-176.238130663},{-20.507750284,-176.405882664},{-20.542252469,-176.275012308},{-21.297493392,-176.507961541},{-21.311770158,-176.455137506},{-21.473097614,-176.513672247},{-21.505934176,-176.446571447},{-22.648948302,-176.794597133},{-22.644391485,-177.075477309},{-22.614853139,-177.194165589},{-22.58095992,-177.330772597},{-20.4852,-176.6328},{-20.407,-176.8222},{-19.3766,-176.4473},{-19.439372293,-176.193515769}"
2112,Lau Basin Tonga Side,Basin,823,"{-19.439372293,-176.193515769},{-19.3766,-176.4473},{-19.2906,-176.672},{-17.8335,-176.5793},{-16.619944925,-176.975711218},{-16.537363797,-177.683762403},{-16.533352256,-177.718157389},{-16.5322,-177.717},{-16.655371539,-176.660926335},{-18.05412941,-176.200257575},{-18.210380683,-176.308919628},{-18.588714983,-176.420754295},{-19.033674191,-176.442169444},{-19.293035441,-176.382682919},{-19.439372293,-176.193515769}"
2113,Lau Basin Tonga Side,Basin,864,"{-19.6736,-175.7594},{-19.439372293,-176.193515769},{-19.293035441,-176.382682919},{-19.033674191,-176.442169444},{-18.588714983,-176.420754295},{-18.210380683,-176.308919628},{-18.05412941,-176.200257575},{-16.655371539,-176.660926335},{-16.682898227,-176.424912315},{-18.3263,-175.7206},{-19.6736,-175.7594}"
2114,Antarctica,Basin,802,"{-44.999762345,67.647468745},{-44.980880739,67.579831168},{-44.349168034,65.669627758},{-44.037284213,65.834763351},{-43.964727387,65.688765602},{-43.578801082,64.912210519},{-41.6902,66.0514},{-42.052840089,66.708190151},{-42.8074,68.0748},{-43.5298,67.4865},{-44.1283,68.5302},{-44.999762345,67.647468745}"
2115,Central Indian Basin,Basin,501,"{13.314149601,80.69496658},{13.5098,80.642},{13.856300000000001,80.5671},{14.040390403,80.566008771},{16.4276,83.8584},{16.507883256,83.924553338},{16.0917,84.0122},{15.718214114,84.106511956},{13.314149601,80.69496658}"
2116,Australia,Basin,801,"{-25.770162111,99.414908301},{-25.798849738,99.387814431},{-25.977309314,99.393763083},{-26.095707018,99.40116294},{-26.16456465,98.467128192},{-26.1893,98.1316},{-26.4506,95.7796},{-26.481175782,95.583185845},{-24.517432813,95.54582803},{-24.250541325,97.582973925},{-24.046852058,97.56270381},{-21.612110651000002,97.320410792},{-20.062007312,97.166152431},{-20.051692241,97.444635063},{-20.036792259,97.846899494},{-20.031146097,97.846638225},{-20.030592391,97.858847366},{-20.097627881,97.950617342},{-20.00983545,98.574669886},{-19.987962417,98.71735043},{-23.961354655,99.196695865},{-25.770162111,99.414908301}"
2117,Australia,Basin,801,"{-12.158621862,97.956980097},{-12.159010966,97.955819607},{-8.755833487,97.981113712},{-8.599376467,98.854647454},{-8.598448481,98.859828608},{-7.959207192,98.895463171},{-6.186688729,98.994272372},{-6.037787107,101.312034103},{-6.825332647,101.993158638},{-7.109682995,102.453381307},{-7.2685884099999996,102.910656585},{-7.342134034,102.912946544},{-8.430160828,102.946823963},{-9.335949357,102.975027108},{-9.68461988,102.985883512},{-9.840033643,102.990466025},{-10.055417023,102.300353461},{-10.365874902,102.274250074},{-10.649292528,100.683147852},{-11.508475528,100.687979193},{-11.509413581,100.684038816},{-11.828304828,99.344506987},{-12.158621862,97.956980097}"
2118,Australia,Basin,801,"{-48.69387245,145.293091576},{-51.259089437,146.174094133},{-51.274939839,146.014960588},{-51.5131,143.6239},{-50.3771,143.2921},{-50.4977,141.2407},{-49.0296,140.7975},{-49.0798,139.8615},{-47.0281,139.6322},{-46.98903599,136.324464478},{-46.9592,130.6224},{-46.8202,128.0973},{-45.5426,128.1595},{-45.4706,127.1133},{-45.683454834,127.098935291},{-45.9507,127.0809},{-45.95118049,126.953241463},{-45.9526,126.5761},{-45.5042,124.9845},{-45.723620753,124.921472194},{-46.1103,124.8104},{-46.108387654,124.71651705},{-46.0684,122.7534},{-45.6649,122.8228},{-45.5159,122.0999},{-45.723491389,122.055920114},{-46.172,121.9609},{-46.166320887,121.83980316},{-46.0569,119.5066},{-45.7352,118.1322},{-45.931045417,118.081774637},{-46.4141,117.9574},{-46.398912138,117.828443154},{-46.1971,116.1149},{-46.368013154,116.038258027},{-46.7468,115.8684},{-46.729318986,115.761512206},{-46.212751248000004,112.602954779},{-45.815381904,110.173236855},{-45.5757,108.7077},{-45.717506045,108.619389277},{-45.8042,108.5654},{-45.779925201,108.462998445},{-45.1683,105.8829},{-44.2932,102.3111},{-44.413482028,102.227203571},{-44.9246,101.8707},{-44.888222669,101.760739622},{-43.7565,98.3398},{-42.1957,99.2315},{-40.938491308,95.833755529},{-39.932973137,93.157292102},{-39.073,90.8784},{-39.147090418,90.823949157},{-39.6932,90.4226},{-39.646265223,90.319437832},{-38.4992,87.7982},{-38.565250063,87.747725806},{-40.2022,86.4968},{-40.143347919,86.383539611},{-38.7785,83.7569},{-38.830299927,83.704009862},{-39.4722,83.0486},{-39.411602438,82.943224722},{-37.5945,79.7834},{-35.3946,81.7007},{-34.7764,80.9601},{-33.8993,81.7794},{-33.2454,80.7618},{-33.0062,80.8796},{-32.152,79.3996},{-31.0225,80.3382},{-29.8597,78.4756},{-29.4069,78.7841},{-28.266,77.1573},{-27.7597,77.4554},{-27.7247,77.3838},{-27.055994774,76.379143737},{-27.0541,76.3819},{-26.7468,76.6943},{-26.7078,76.6296},{-25.477035758,75.20439812},{-25.586388064,74.938674318},{-25.556963242,74.898477286},{-24.225252327,73.079236878},{-24.249166097,73.048841628},{-24.2414,73.0381},{-24.260544286,73.015868819},{-23.703613312,71.961787834},{-23.465225367,71.856677253},{-23.420967926,71.948753272},{-23.30838748,71.890354885},{-21.459550905,73.199016524},{-22.0111,73.6359},{-23.0174,75.0461},{-23.4224,74.7556},{-24.0947,75.7952},{-23.809,76.1324},{-25.0196,77.9482},{-25.2703,77.7981},{-25.8855,78.8287},{-26.8267,78.1945},{-27.943,79.883},{-28.4093,79.58840000000001},{-29.5769,81.364},{-30.2899,80.8645},{-31.246,82.3163},{-31.4067,82.2041},{-32.056,83.2293},{-33.0894,82.4269},{-33.5479,83.076},{-35.3055,81.708},{-37.1798,84.8939},{-36.4003,85.5516},{-37.7169,88.2537},{-36.2608,89.3087},{-37.4624,92.1525},{-36.9297,92.5428},{-40.116,100.5994},{-41.2312,99.9592},{-42.3699,103.4379},{-41.9516,103.6342},{-43.4309,109.591},{-42.7639,109.8807},{-43.6279,114.9899},{-43.9371,114.907},{-44.233,116.6751},{-43.6502,116.8669},{-43.9565,118.435},{-43.403,118.5873},{-43.6333,120.8062},{-43.3524,120.9102},{-43.627631597,122.25091113},{-43.2081,122.3022},{-43.4044,124.8227},{-43.1631,124.8412},{-43.2145,126.4364},{-43.3847,126.5055},{-43.3704,127.3425},{-43.0952,127.3706},{-43.1227,128.0544},{-43.7097,128.0037},{-43.739224916,128.193358855},{-43.733376833,128.195664292},{-43.758939138,128.402915397},{-43.850338093,129.143949292},{-43.9075,129.6074},{-43.981763492,129.989849882},{-44.169,130.9541},{-44.4063,139.316},{-46.5592,139.4118},{-46.5786,140.3853},{-48.0226,140.583},{-47.9139,142.8136},{-48.8242,143.0045},{-48.69387245,145.293091576}"
2119,Australia,Basin,801,"{-7.692438,69.24451},{-8.548791927,68.405525029},{-8.630671304,68.32539616},{-8.861309401,68.550049287},{-9.39713643,69.07197181},{-10.084533674,68.362745444},{-10.231786384,68.210816548},{-10.944525478,68.688372769},{-11.614056493,69.136978302},{-12.087256516,68.473577638},{-14.556003341,70.12313249},{-15.866642711,68.340084696},{-15.89303477,68.304179851},{-15.60312083,68.100280462},{-14.971713712,68.98326403},{-14.463231555,68.569869216},{-13.066078459,67.433986992},{-12.87336162,67.708716774},{-12.708301031,67.606578565},{-12.635124983,67.702176009},{-12.310092469,68.126799619},{-12.008375911,67.885853779},{-11.149223314,67.199748763},{-10.830553786,67.596967462},{-10.711279335,67.745641992},{-10.351153994,67.473670421},{-9.984387999,67.914070172},{-9.946872674,67.881947705},{-9.51760908,67.514391106},{-9.41502293,67.612234976},{-9.303035639,67.525059382},{-8.450653496,68.360140738},{-7.841816628,68.970997974},{-7.839857782,68.974328095},{-7.558819167,69.252890324},{-7.628991104,69.304660091},{-7.692438,69.24451}"
2120,India,Basin,501,"{11.667046139,57.814319373000004},{10.252277638,61.172202317},{10.183752088,61.146977172},{9.828981386,61.016381466},{9.224631695,62.42398281},{8.70070369,62.146537208},{7.50109516,64.89894535},{6.990098695,64.679161027},{5.764001333,67.810191281},{6.13514962,68.007308305},{5.966669897,68.472555846},{5.894187652,68.672711602},{5.597770972,68.613410959},{4.591580413,68.412114096},{5.413304465,67.258354332},{5.099115628,67.002437755},{5.230271749,66.799509426},{5.550424607,66.304160186},{5.398901349,66.224128474},{6.302685721,64.581782823},{7.450177998,63.353330277},{9.447322284,60.934878525},{9.619848094,61.039445513},{10.582958291,59.593016522},{10.4616,59.5433},{11.367249776,57.689592385},{11.43509,57.72154},{11.501008234,57.747906418},{11.637409735,57.802465205},{11.667046139,57.814319373000004}"
2121,Africa,Basin,701,"{-17.45,66.14},{-17.957842665,65.199242277},{-17.917519605,65.177936865},{-17.915001522,65.183602206},{-17.4019,64.9055},{-16.9354,65.7586},{-16.934949166,65.75831978},{-16.874792005,65.868188342},{-14.807494896,64.548195256},{-14.806696457,64.547685443},{-14.646485032,64.84583119},{-14.470954734,64.763468351},{-14.207839334,65.207767963},{-14.134412243,65.331757772},{-12.876214768,64.542833404},{-12.717200604,64.797552231},{-12.535570206,65.088499156},{-12.503145343,65.140439328},{-12.114676403,64.911140189},{-11.879190013,65.27291986},{-11.80016043,65.394396462},{-11.349613651,65.089325991},{-11.291203065,65.049775503},{-11.200385044,65.159542113},{-11.08068576,65.086434944},{-11.079259899,65.08556409},{-10.75242613,65.495269017},{-10.751326922,65.49776045},{-10.612743218,65.670833115},{-10.544265117,65.75635318},{-9.397965888,67.193083632},{-9.63,67.38},{-10.35,66.46},{-10.76,66.79},{-11.21,66.17},{-11.56,66.42},{-12.02,65.7},{-12.83,66.37},{-13.27,65.82},{-13.78,66.21},{-13.98,65.93},{-14.7,66.49},{-15.27,66.89},{-15.82,67.29},{-15.94,67.38},{-16.14,67.03},{-16.66,67.41},{-17.45,66.14}"
2122,Africa,Basin,701,"{-3.46641705,47.25479995},{-3.475476214,47.126523444},{-3.474719868,47.126485519},{-0.780990453,46.991416798},{-0.537943783,49.60893385},{-0.49006808500000004,50.124536291},{-0.45332722500000006,50.778413297},{-0.555349671,50.784412037},{-1.6644709830000002,49.525590781},{-1.8521713540000002,47.382047947},{-1.865426942,47.230668808},{-2.9892044010000003,47.247607097},{-3.462583251,47.254742164},{-3.46641705,47.25479995}"
2123,Antarctica,Basin,802,"{-44.314752988,50.015052259},{-43.748139972,50.435844038},{-43.833800568,50.483433258},{-43.443888054,51.043527419},{-43.587093504,51.228268026},{-44.095944011,50.281471617},{-46.205942673,54.038530377},{-46.966107284,53.457047864},{-47.88005696,55.029899643},{-48.6868,54.2723},{-48.971283766,53.976781881},{-49.966687646,55.910041944},{-50.503735143,55.433659348},{-50.912463996,55.071100518},{-51.113156539,54.893078211},{-52.998652543,58.725893453},{-53.055446503,58.823220812},{-53.101522911,58.77292122},{-53.580345308,58.250211825},{-54.089253969,57.338271443},{-53.860179239,56.891063079},{-52.184634691,53.620001559},{-51.190942093,54.508373256},{-50.175045782,52.762813738},{-49.518197924,53.45944898},{-49.352833633,53.634829917},{-49.331611727,53.602477777},{-48.3095,52.0443},{-47.895066493,52.581858129},{-46.8041,51.0807},{-45.967450484,50.072916204},{-45.415592396,50.785809638},{-45.164443887,51.110244717},{-44.314752988,50.015052259}"
2124,Antarctica,Basin,802,"{-49.751446626,71.644765933},{-49.8173,72.0245},{-49.835786927,72.078265751},{-51.8682,70.7977},{-51.010052219,67.924596878},{-50.968192575,67.957193652},{-49.3543,62.8636},{-49.989431419,62.170254907},{-49.721763907,62.41141717},{-48.334709959,63.661120829},{-50.855875609,70.961513246},{-50.2182,71.384},{-49.751446626,71.644765933}"
2125,Antarctica,Basin,802,"{-47.920858108,68.6189623},{-48.8438,68.9528},{-49.3328,69.2307},{-49.751446626,71.644765933},{-50.2182,71.384},{-50.855875609,70.961513246},{-48.334709959,63.661120829},{-49.721763907,62.41141717},{-46.7478,64.1455},{-46.253296429,64.452807578},{-46.2696,64.4598},{-47.222509586,67.821139017},{-47.393037803,68.428044196},{-47.920858108,68.6189623}"
2126,Central Indian Basin,Basin,511,"{5.70693859,92.771270267},{5.35304437,92.854511343},{4.355189231,92.706465284},{4.494785614,91.610494284},{5.910763925,91.70472742},{5.748297286,92.511915834},{5.70693859,92.771270267}"
2127,Central Indian Basin,Basin,511,"{-20.067740235,88.828859002},{-20.068117143,88.70096114},{-19.555440583,88.719430696},{-18.775349362,88.786287494},{-17.842541131,88.866232723},{-16.2899,88.9993},{-14.172290044,89.286209111},{-11.922245144,89.591061465},{-11.95932999,89.824992931},{-11.964011866,90.395421453},{-12.161823871,90.385598105},{-13.348099296000001,90.326687645},{-13.900733099,90.313350809},{-14.173370447,90.312340983},{-14.926770791,90.309550451},{-16.100200214,90.305204167},{-17.215780875,90.301072149},{-17.764029062,90.299041484},{-17.767377381,90.239097319},{-17.775198247,90.114093701},{-17.817569446,89.284801235},{-19.446582404,89.293866934},{-20.066521805,89.297316989},{-20.067740235,88.828859002}"
2128,Central Indian Basin,Basin,511,"{-5.074233826,92.482530287},{-5.562868785,92.428584774},{-5.542912248,92.224784138},{-7.01819122,92.053880859},{-7.454197962,92.00337178},{-8.167332952,91.958139034},{-10.079273688,91.836868406},{-10.084746523,91.693677555},{-12.179064303,91.565604675},{-12.145898046,90.683548301},{-12.137728431,90.466277436},{-12.161823871,90.385598105},{-11.964011866,90.395421453},{-11.96642158,90.689015172},{-11.970036952000001,91.12950332},{-10.103132171,91.17861861},{-9.143332527,91.203869409},{-7.352075724,91.268783989},{-5.736290155,91.35102178},{-4.205525945,91.428932284},{-4.111274164,91.433729367},{-4.017710729,92.599350064},{-4.127602489,92.587038799},{-5.074233826,92.482530287}"
2129,Australia,Basin,801,"{-7.320228024,92.564890096},{-7.510606113,92.521374794},{-7.454197962,92.00337178},{-7.01819122,92.053880859},{-5.542912248,92.224784138},{-5.562868785,92.428584774},{-5.590499306,92.710753864},{-6.241251812,92.655877506},{-6.956796369,92.595537393},{-7.320228024,92.564890096}"
2130,Australia,Basin,801,"{-6.037787107,101.312034103},{-6.186688729,98.994272372},{-7.959207192,98.895463171},{-8.598448481,98.859828608},{-8.599376467,98.854647454},{-8.755833487,97.981113712},{-12.159010966,97.955819607},{-12.535462891,97.953021629},{-12.612672466,97.952447769},{-13.993057651,97.942188061},{-14.071275134,97.335796625},{-14.074257598,97.312674677},{-13.912502691,97.30539323},{-13.923584913,97.226811829},{-14.119044509,95.842718617},{-16.907892956,95.936659261},{-17.298264436,92.932336617},{-18.383796137,92.925777198},{-19.149663225,92.92114938},{-19.188446735,92.920915027},{-19.286930187,91.753236966},{-20.469531525,91.707932419},{-20.52885315,91.705659853},{-21.036845807,91.686199046},{-22.98583418,91.671752063},{-23.857252158,91.66529263},{-23.87753682,90.671268529},{-23.88408021,90.350618012},{-26.543361562,90.444280686},{-30.691444735,90.59038052},{-30.531484341,89.609780683},{-30.245172223,88.846697929},{-29.406522683,88.821742782},{-26.58362905,88.746718654},{-26.580627244,88.800909255},{-26.545238635,90.271343242},{-22.649771704,90.218116478},{-22.195151035,90.224245232},{-22.18976203,90.282648939},{-20.420375919,90.271842577},{-20.063992785,90.269666},{-19.66486777,90.26722838},{-19.26259174,90.264771516},{-18.683392386,90.26123411},{-18.680714218,90.271623452},{-18.677945637,90.295656413},{-18.53781853,91.512044424},{-16.652203347,91.569749678},{-12.336023202,91.70183722},{-12.320144751,93.104474963},{-11.399872278,93.105682736},{-9.498023504,93.260331731},{-9.399058877,95.677392729},{-9.065450488,95.71336475},{-9.103039915,96.114922039},{-7.847003738,96.247098891},{-7.91481043,97.39431995},{-7.925727664,97.579028574},{-2.9243850140000003,98.090829436},{-2.201489012,98.164903706},{-2.755042731,98.476436518},{-2.878180613,98.792581126},{-2.927732766,98.819590681},{-3.800871236,99.295515138},{-3.8447349490000002,99.287741822},{-4.892650555,100.190636858},{-5.8423,101.142963163},{-6.037787107,101.312034103}"
2131,Australia,Basin,801,"{-31.825523173,96.232018844},{-32.320163002,96.234687934},{-32.070716575,95.695227278},{-31.639385303,95.682557766},{-31.638967703,95.681306545},{-26.481175782,95.583185845},{-26.4506,95.7796},{-29.1579,96.0575},{-29.84529446,96.102470102},{-31.825523173,96.232018844}"
2132,Australia,Basin,801,"{-36.912869822,110.721761131},{-37.499911516,111.552050048},{-37.291626592,114.314156346},{-37.279546431,114.474353679},{-37.59596298,115.190832025},{-37.517397,115.764688571},{-37.501655187,115.879668905},{-37.538600449,115.94837535},{-37.919667498,116.657038953},{-37.708005643,118.164205186},{-37.553958874,118.850084223},{-37.18244173,120.551287358},{-37.094722898,121.695724206},{-37.109624841,122.407473757},{-37.134846635,123.612122037},{-37.002103847,124.696450591},{-36.905464468,125.485863256},{-36.766326553,126.622431331},{-36.764584026,127.505592089},{-36.773192971,128.558627962},{-36.785441273,129.687841308},{-36.901564815,130.87050173},{-37.18997782,133.84457358},{-37.24349006,134.54148143},{-37.341666812,135.712943664},{-37.388092335,136.265792441},{-37.426905385,136.727989649},{-37.440190244,136.894395289},{-37.475505316,137.372050364},{-37.5615,137.683},{-37.625726913,137.831240112},{-37.601916798,137.402835977},{-37.600353226,137.397643429},{-37.555168049,136.556769098},{-37.44491505,135.441289842},{-37.333650734,133.485464736},{-37.226723415,131.980506},{-37.097942923,129.808298012},{-37.065146871,128.326429619},{-37.062276821,127.309033292},{-37.044876121,126.330903335},{-37.225922667,124.969478877},{-37.324223658,123.916730446},{-37.345737708,123.67093641700001},{-37.36881817,123.407246417},{-37.295728101,121.158615737},{-37.615537299,119.595527067},{-37.824302911,118.852264868},{-38.056893387,117.294909318},{-38.126621228,116.828032769},{-37.664040667,116.074118609},{-37.707456124,115.227447969},{-37.428610466,114.539727948},{-37.401344864,114.472482503},{-37.493169637,113.569152576},{-37.674280407,111.787468041},{-36.921275692,110.686835049},{-36.619316967,109.7272024},{-36.485974723,109.303437292},{-35.794131091,107.104740309},{-35.404237298,105.865647735},{-34.829501103,103.823920775},{-34.790239996,103.841766733},{-35.280300297,105.595783953},{-35.859850691,107.659561792},{-35.938558618,107.888445917},{-36.391968651,109.206970777},{-36.603180983,109.821180193},{-36.912869822,110.721761131}"
2133,Australia,Basin,801,"{-36.587501672,109.912498271},{-36.883389755,110.738774963},{-36.613206335,112.662122514},{-36.924069966,113.027175518},{-36.819167422,113.536156948},{-36.653621235,114.339378033},{-36.847357347,114.797472713},{-37.34666267,115.97809469},{-37.285574147,118.086928897},{-37.278217975,118.340870984},{-37.105623551,119.821152187},{-37.076465435,120.055826546},{-36.888355741,121.192210398},{-36.767143803,121.924460217},{-36.727463107,122.164174087},{-36.65506777,122.759342459},{-36.577562642,123.396518868},{-36.479718769,124.200901878},{-36.417900332,124.709116633},{-36.345284979,125.780745484},{-36.298979619,126.464101797},{-36.287229219,126.740067588},{-36.257164634,127.446153919},{-36.226484566,128.326868467},{-36.232168566,128.676846757},{-36.237395876,128.998705413},{-36.250487983,129.804819519},{-36.260019371,130.391691198},{-36.252740663,130.639630379},{-36.24436547,130.92491983},{-36.238367291,131.129239561},{-36.4854,133.908},{-36.7167,134.451},{-36.8412,134.798},{-36.9479,135.189},{-36.949218295,135.186112147},{-37.0073,135.455363163},{-37.035245873,135.573278135},{-37.0279,135.589},{-37.0012,135.887},{-37.188,136.296},{-37.2058,136.723},{-37.255,136.846},{-37.3303,137.034},{-37.4459,137.265},{-37.475505316,137.372050364},{-37.440190244,136.894395289},{-37.426905385,136.727989649},{-37.388092335,136.265792441},{-37.341666812,135.712943664},{-37.24349006,134.54148143},{-37.18997782,133.84457358},{-36.901564815,130.87050173},{-36.785441273,129.687841308},{-36.773192971,128.558627962},{-36.764584026,127.505592089},{-36.766326553,126.622431331},{-36.905464468,125.485863256},{-37.002103847,124.696450591},{-37.134846635,123.612122037},{-37.109624841,122.407473757},{-37.094722898,121.695724206},{-37.18244173,120.551287358},{-37.553958874,118.850084223},{-37.708005643,118.164205186},{-37.919667498,116.657038953},{-37.538600449,115.94837535},{-37.501655187,115.879668905},{-37.517397,115.764688571},{-37.59596298,115.190832025},{-37.279546431,114.474353679},{-37.291626592,114.314156346},{-37.499911516,111.552050048},{-36.912869822,110.721761131},{-36.603180983,109.821180193},{-36.391968651,109.206970777},{-35.938558618,107.888445917},{-35.859850691,107.659561792},{-35.280300297,105.595783953},{-34.790239996,103.841766733},{-34.704103508,103.874484322},{-35.861609392,107.885421455},{-36.301672435,109.114311218},{-36.377027406,109.324742323},{-36.587501672,109.912498271}"
2134,Antarctica,Basin,802,"{-62.6938,146.283},{-63.6311,147.358},{-63.3221,148.74},{-64.8343,150.276},{-65.011260871,150.379572876},{-65.024457918,150.42427255},{-65.322092163,150.712025154},{-65.2232,150.448},{-64.8279,148.948},{-64.3366,146.994},{-64.301763689,146.840973517},{-63.9735,145.399},{-63.5447,144.142},{-63.158258494,143.306493646},{-63.252001043,143.943942981},{-63.1837,143.902},{-62.6938,146.283}"
2135,Antarctica,Basin,802,"{-57.795336589,89.021435484},{-58.448268884,90.686533554},{-58.449611538,90.680678297},{-58.452093921,90.66930558},{-58.518195565,90.360936632},{-58.556641568,90.178256892},{-58.540499549,90.118743412},{-58.16671462,88.727800231},{-57.763644051,88.048139059},{-56.862819487,86.424490379},{-57.795336589,89.021435484}"
2136,Antarctica,Basin,802,"{-57.625661186,88.875133189},{-58.739405965,91.480086368},{-58.448268884,90.686533554},{-57.795336589,89.021435484},{-56.862819487,86.424490379},{-56.629153435,86.003330043},{-57.625661186,88.875133189}"
2137,Antarctica,Basin,802,"{-62.570804159,143.288683791},{-62.570804159,141.906590397},{-62.205515971,140.921870012},{-62.19697067,141.269342427},{-62.142033749,142.8596193},{-62.570804159,143.288683791}"
2138,Antarctica,Basin,802,"{-62.105766416,127.619000777},{-62.113831192,127.78748108},{-62.113535209,127.844652301},{-62.139028734,128.35483337},{-62.21067793,130.666249518},{-62.247686405,131.803479943},{-62.279331546,136.154532941},{-62.273660379,136.545959313},{-62.273338269,136.578911098},{-62.3663,136.198},{-62.4389,135.9},{-62.4452,134.439},{-62.6217,133.707},{-62.7367,132.845},{-62.778814848,132.47093376},{-62.836005726,128.582410028},{-62.933444357,123.987281256},{-63.003488256,121.371766963},{-63.11875871,118.189120559},{-63.281133136,114.212042094},{-63.30552519,110.623738788},{-63.037363389,106.499116298},{-62.505839747,105.120067486},{-62.505237723,105.463916751},{-62.494491007,107.728859192},{-62.219093506,111.801609449},{-62.225540775,113.90292866},{-62.239969735,114.198154377},{-62.385435239,117.174471202},{-62.111721378,122.356919226},{-62.112134226,122.508232668},{-62.115155968,122.937797203},{-62.113778923,124.257416746},{-62.121543769,125.094685669},{-62.114875304,127.017058133},{-62.105766416,127.619000777}"
2139,Antarctica,Basin,802,"{-61.98412746,103.98099258},{-62.197614001,104.446600744},{-62.248316315,104.55718107},{-62.324475598,104.723282333},{-62.502853339,105.11231919},{-62.087123794,104.033700497},{-62.101366823,102.573968958},{-62.103214155,102.384640676},{-62.109745619,101.715247716},{-61.737532278,101.27154287},{-61.601950373,97.986593686},{-61.259156006,97.16802223},{-61.549887157,101.756287648},{-61.815869862,102.413036608},{-61.973206503,102.801523051},{-61.983256215,103.886897591},{-61.98412746,103.98099258}"
2140,Antarctica,Basin,802,"{-61.762630308,103.658908225},{-62.248316315,104.55718107},{-62.197614001,104.446600744},{-61.98412746,103.98099258},{-61.983256215,103.886897591},{-61.973206503,102.801523051},{-61.815869862,102.413036608},{-61.549887157,101.756287648},{-61.259156006,97.16802223},{-61.072479683,96.722250876},{-61.267072375,101.145588109},{-61.683009298,102.251560618},{-61.692832724,102.425195382},{-61.748772257,103.413959126},{-61.762630308,103.658908225}"
