,"name","boundaryType","validTime","leftPlateId","rightPlateId","reconstructionPlateId","points"
1729,"Ridge from iso M0 from NAM at 120.4Ma","MidOceanRidge","{'beginMa': 139.0, 'endMa': 131.9}",714,101,,"{36.9662855404,-12.2851213474},{36.2048458073,-12.7114599362},{36.2916635683,-13.8434156326},{35.6383853071,-14.1469658673},{34.417774222,-14.7421409386},{34.3958422585,-15.0508259222},{33.8721235191,-15.3407318886},{33.8385882503,-15.6652593317},{32.9478960991,-16.1454706157},{32.9392965778,-16.3028473441},{32.2453084645,-16.3158054862},{31.5904637996,-16.6260061095},{31.5818816223,-16.7453118966},{30.6295915588,-17.1967942121},{30.6384493399,-17.3329314519},{29.000568779,-19.7282629777},{28.1167122166,-19.9905465004},{28.1160237008,-20.1160385938},{27.1068306063,-20.4144104268},{27.0844576663,-20.7473052156},{25.8905611014,-20.8932488361},{25.8285159423,-21.7350862735},{24.6815878363,-22.0646542544},{24.6763182568,-22.3226492402},{23.9834829903,-22.6422301607},{23.9786987204,-22.7958127957},{22.2727864858,-22.9025562558},{22.2607701772,-22.7972517977},{20.8703024855,-22.9761170881},{20.859765887000002,-22.7695494901},{17.957818017,-22.6930378633},{17.0960415118,-22.8051122506},{17.079572312,-22.5584358497},{15.7675889544,-22.5023171712},{15.7558190317,-22.4308835254},{13.3525995112,-22.5890295786},{13.3573390963,-22.1672928839},{11.9464254315,-22.3259747868},{11.9281296259,-20.8998303262},{10.6675657171,-21.0773376768},{6.1562840222,-21.1953623823},{2.0050952564,-21.6992835044}"
1730,"Ridge from iso A25 from NorthAmerica 55.9Ma","MidOceanRidge","{'beginMa': 60.1, 'endMa': 55.1}",101,102,,"{76.7204500626,-61.3372312074},{76.4306137698,-66.441195559},{76.1289931783,-68.4692583357},{75.5632750837,-71.0797610215},{74.4496781776,-74.7619400081},{73.2952211358,-73.9580679048},{72.1996319187,-70.5154112063},{71.5802592902,-67.6756989233},{70.3669312428,-64.8955586293},{68.7581431662,-62.48492234},{66.8245418077,-60.1040860122},{65.6568813038,-59.719402402200004},{64.4733243936,-60.377207429},{63.337700825,-60.8236844158},{62.0282214995,-61.4389225105},{60.5793012142,-61.7208151295},{59.4338135998,-60.5934903067},{58.6109476713,-57.8763337626},{57.7647951262,-55.4431917128},{56.630494587,-54.2847359027},{55.8947420075,-53.2278060243},{55.4992531278,-51.7844792974},{55.2196293881,-50.0120338736},{54.5834893302,-49.1747600017},{54.1863086275,-48.5067386355},{53.8156807023,-48.2689202406},{53.2797722356,-47.6751630679},{52.7273327593,-47.1946255457},{52.2258050941,-46.7035593977},{51.7076371212,-46.1372493946}"
1731,"Ridge from iso A13 from NorthAmerica 33.1Ma","MidOceanRidge","{'beginMa': 35.0, 'endMa': 25.1}",301,101,,"{56.4325328958,-28.6639450752},{56.1919242546,-28.8953887272},{55.8360937792,-29.2634811209},{55.5625039834,-29.4252942692},{55.3815488377,-29.528796622},{55.2198511763,-29.6157390358},{54.6262468824,-29.6774946577},{53.9924688131,-29.734092842},{53.3520470219,-29.7519837278},{52.5885079137,-29.7634500893},{51.7963412339,-29.7454655658},{51.1795363135,-29.5950292391}"
1732,"Western MesoTethys","MidOceanRidge","{'beginMa': 131.8, 'endMa': 131.1}",701,531,,"{69.908085765,-3.4705018935},{75.7166539893,23.8620552605},{76.4582460002,32.0108116567},{77.3396892106,30.85634757},{76.6503293999,59.8870092458},{75.1301182001,71.7667646089},{75.8740524278,73.452110648},{71.5246845681,103.6697027645}"
1733,"Western MesoTethys","MidOceanRidge","{'beginMa': 160.0, 'endMa': 154.1}",531,701,,"{41.2791167073,51.0900005014},{40.0145180885,56.7899086447},{43.4426859545,58.1879338784},{42.8989395341,60.5607950488},{43.7977963215,60.9817981266},{43.1544977586,63.844653162},{43.7715029129,64.1728034259},{38.3493110102,76.4582219891},{38.959800086,76.8142507354},{30.9027932477,90.3277021194}"
1734,"VAN-PAC MOR","MidOceanRidge","{'beginMa': 33.0, 'endMa': 20.2}",901,903,,"{71.1141859453,-135.4219666012},{65.6150525912,-137.633171034},{65.8825615372,-140.9233064261},{59.0155170865,-142.7359442211},{57.611815367,-142.5055039982},{57.5028450857,-143.125934483},{56.7256518316,-144.3099435479},{55.406431366,-144.4702688519},{55.4227992141,-147.0464564882},{51.6409150963,-147.3748277231},{51.5805676976,-145.0858265934},{47.4708700801,-145.0777859297},{47.5139254588,-142.1893049558},{44.7316822079,-142.1791267203},{44.7161595854,-142.5787874203},{43.2161626031,-144.251868626},{40.1368078687,-144.3760361334},{38.4834934694,-144.4832430289}"
1735,"Weddell Sea","MidOceanRidge","{'beginMa': 83.0, 'endMa': 60.1}",294,802,,"{-58.2091721043,-42.5267320901},{-58.3586185538,-43.0737581663},{-58.4373700409,-43.4480687792},{-58.551574948,-43.9436879314},{-58.7068200251,-44.4893740244},{-58.8646188092,-44.8262874887},{-58.9517161559,-45.3083808232},{-59.1909971604,-46.1391154554},{-59.2387615061,-46.5042217043},{-59.2433863433,-46.819696967},{-59.3089388978,-47.4945480604},{-59.3617672144,-47.7882051576},{-59.7517797383,-49.3924270101},{-60.0135203495,-50.8222407943},{-60.3426519578,-52.9285649995},{-60.5410251362,-54.63144936},{-60.6397303547,-55.1472977049},{-60.7120832563,-55.8874715908},{-60.8574017583,-57.2671585364},{-60.9280219102,-58.3768024859},{-60.9837814359,-59.238492871},{-61.1134945079,-59.6619483751},{-61.090067865,-60.4259306639},{-61.0776778131,-60.9343008413},{-61.0469384802,-61.9859896576},{-60.9744379881,-62.853892212},{-60.970234777900004,-63.3236574451},{-61.0123290554,-64.049112102},{-60.9344540746,-64.5141510169},{-60.7544850853,-65.5072640211},{-60.2522331522,-67.4044404193},{-60.019251671,-68.2834980781},{-57.1211149163,-76.1742692011}"
1736,"Ridge f iso A5 on IND-AUS at 10.9Ma","MidOceanRidge","{'beginMa': 11.0, 'endMa': 10.1}",511,709,,"{-23.7565254761,71.6351743319},{-23.6461955042,71.7258670431},{-21.0992989544,70.7759554078},{-20.880468831,70.8693770042},{-19.1719437708,69.8384636684},{-19.4181987486,69.4355016568},{-19.0123369558,68.9286816586},{-19.1524655312,68.4907410289},{-17.0833089322,66.6070033057},{-15.8649015378,68.2680472893},{-15.378409032,67.9272176513},{-14.8204948638,68.7097697454},{-12.8938001077,67.1869284548},{-12.3586373783,67.9909088118},{-10.998984976,66.9252706642},{-10.5294418833,67.536491205},{-10.170274586,67.2547678747},{-9.852221557,67.6387798181},{-9.4183132987,67.311147375},{-8.5636367669,68.3109801805},{-8.2242770319,68.0695281871},{-7.0859793273,69.2520713573},{-6.3253353333,68.5147335306},{-5.7689845554,68.9484981974}"
1737,"Ridge from iso M from Antartica at 140.4Ma","MidOceanRidge","{'beginMa': 134.7, 'endMa': 132.1}",701,802,,"{-16.2376905437,42.1876437109},{-21.6135874885,42.6261747703},{-21.9407468373,40.186565156},{-23.1064900408,40.2361178248},{-23.1857929444,38.8145060831},{-24.4756112703,38.8730502071},{-24.513417878,37.2118801137},{-26.3055888802,37.2505931353},{-27.5164616719,37.2414896485},{-27.730424461,34.4862015131}"
1738,"Ridge from iso M from Antartica at 140.4Ma","MidOceanRidge","{'beginMa': 140.0, 'endMa': 134.1}",701,802,,"{-15.4560136946,42.1016799962},{-20.8320416266,42.5364132063},{-21.1590494143,40.1097811839},{-22.3247816385,40.1593597402},{-22.4046293628,38.7458937806}"
1739,"Madagascar-Afr MOR","MidOceanRidge","{'beginMa': 154.0, 'endMa': 140.5}",701,802,,"{-13.9828102433,40.6837339135},{-19.2523041329,40.8519316377},{-19.472986684,39.301673884},{-20.6786631162,39.3196922501},{-20.789799633,37.9395725137},{-21.9838398437,37.9581986354},{-21.993666569,36.3274315711},{-23.7862203808,36.3305627998},{-25.1586482452,36.2922739154}"
1740,"Ridge from iso M0 from NAM at 120.4Ma","MidOceanRidge","{'beginMa': 131.8, 'endMa': 126.8}",714,101,,"{37.0818214055,-14.4646301626},{35.4254225435,-15.5215978454},{34.5568975657,-15.9157462914},{33.5911121535,-16.3973534743},{33.5682330414,-16.7085430376},{30.3046915806,-18.4411474321},{28.8907429549,-20.1254406172},{28.8738380202,-20.7534422815},{27.983281624299998,-21.204117341},{27.96645576,-21.1314356339},{25.5274531243,-22.3623854137},{25.5039689645,-22.986818895},{24.572462129,-23.2412369166},{24.5714995995,-23.4575224689},{23.8836709814,-23.8148547785},{23.884712258,-23.9437245876},{22.1070574358,-24.1820200117},{22.1024527075,-24.096612208},{20.7117514706,-24.1669858631},{20.6948947712,-24.0397782766},{18.4653335943,-24.0183117288},{18.4165132234,-23.9363697065},{17.8633587154,-23.9369373936},{17.8417111871,-23.8390700399},{15.6400385399,-23.8240233868},{15.6030785254,-23.7403777901},{13.2370535279,-23.6718558827},{13.2006806086,-23.4807193291},{12.0115385647,-23.5918960643},{11.5342125251,-22.2884947182},{10.3324091621,-22.531830334},{6.2194082247,-22.5766714261},{2.0765776031,-23.1207902108}"
1741,"Ridge from iso M0 from NAM at 120.4Ma","MidOceanRidge","{'beginMa': 126.7, 'endMa': 120.5}",714,101,,"{37.4124296468,-14.1985816292},{35.5357564118,-15.5277971081},{34.6911310588,-15.9682854275},{33.7199241223,-16.561099041},{33.787319357,-16.7355818768},{30.7120525905,-18.5354397104},{30.7639791583,-18.6147479435},{28.9297738588,-20.5764068393},{28.9793225047,-20.7049824403},{27.3573468571,-21.6851783714},{27.39208284,-21.7729556433},{26.6785404076,-22.2061732456},{26.62176021,-22.1217379377},{25.6522584805,-22.6291102643},{25.8070194436,-23.0622635502},{24.777748968,-23.4789116579},{24.8761234676,-23.7386220833},{24.0234292188,-23.8998276738},{24.1449978702,-24.2005079157},{22.3895169041,-24.493693189},{22.2651708956,-24.2049393664},{20.9823967513,-24.4855079224},{20.8775001994,-24.2376047466},{18.622120462,-24.1815355508},{18.5620486053,-24.0866362394},{17.8876785577,-24.0157111367},{16.3267774426,-24.1469253859},{16.2504873254,-23.9822545303},{15.6960286867,-23.9547264884},{14.6994664452,-24.0495943722},{14.6676887663,-23.996123464100002},{13.4777135091,-24.051038594},{13.3608190266,-23.834387517},{13.0524431209,-23.8909496423},{13.0028548312,-23.7997081956},{12.1415545215,-23.9226142007},{11.8464358609,-22.5231564103},{10.5894702061,-22.7794737435},{6.3586305321,-22.9754311914},{1.9163822596000002,-23.5636985086}"
1742,"Ridge from iso M0 from NAM at 120.4Ma","MidOceanRidge","{'beginMa': 120.4, 'endMa': 90.1}",714,101,,"{37.9709387117,-14.2548675386},{36.690637054,-14.9410043867},{35.7386742888,-15.9036684886},{35.842006768,-16.2570533253},{33.9915472672,-17.2687440403},{34.0304070855,-17.5126070292},{31.0572814841,-19.293941506},{31.0723968217,-19.4158349367},{30.1004678583,-20.3495195093},{30.1467155056,-20.5597820204},{29.233571023,-21.1803510482},{29.3306294803,-21.6222768387},{28.4695203298,-21.9661194196},{28.5048781961,-22.1280614922},{27.6834789136,-22.4352941639},{27.7364470027,-22.6463211087},{27.0173527583,-22.8923020161},{27.0121304142,-22.8816582714},{25.9786705985,-23.1529242333},{26.1259283044,-23.8132881808},{25.1475347843,-24.2444660262},{25.2110799065,-24.5223491242},{22.7211731313,-25.348535484},{22.6117012288,-24.9707232705},{21.3162771397,-25.3046650374},{21.2657730953,-25.1305793971},{20.668022959,-25.3275076099},{20.5981609195,-25.0930259189},{18.928403847,-24.8734113374},{18.869698723,-24.7001599184},{17.5287961026,-24.9258377618},{17.4675998198,-24.6487124529},{16.1793039301,-24.9640162013},{16.1337016307,-24.7673386904},{15.0646879382,-24.9496514189},{15.0414472392,-24.8263677431},{13.8862667251,-25.0499086734},{13.7801990085,-24.731293311},{13.3427035731,-24.8489102624},{13.3107125721,-24.6826290052},{12.5205045696,-24.8724484585},{12.0804522088,-23.4872227499},{10.7651321582,-23.7437382101},{3.1961490464,-25.0094815443}"
1743,"Ridge from iso M0 from NAM at 120.4Ma","MidOceanRidge","{'beginMa': 147.7, 'endMa': 139.1}",714,101,,"{37.9499854316,-12.325316064},{35.6983554823,-13.1831356139},{34.4210935901,-13.7716493048},{34.4854948712,-14.1255620083},{33.8853763473,-14.3618797417},{33.9025836996,-14.6541795406},{32.9827553565,-14.830055233},{33.0177011606,-15.1325025739},{31.6015508259,-15.5121546632},{31.6194840749,-15.7456856179},{30.6969278405,-16.2420713665},{30.7111353004,-16.4226731358},{29.9383358017,-17.4224516465},{29.105959078,-18.4866478496},{27.2684558219,-19.3988055518},{27.2746416857,-19.6288612205},{26.4601150282,-19.870253638},{26.4459559569,-20.0264731608},{25.829175793,-20.1807108466},{25.8998209706,-20.7536525921},{24.6639689158,-21.1263352324},{24.686704272100002,-21.3986918459},{24.0269020288,-21.5498121922},{23.9877614542,-21.6768991454},{22.2698917887,-21.854578597},{20.886829331,-21.9787287859},{20.846715465,-21.7230966891},{19.5873931667,-21.8534021574},{19.5505282377,-21.6594019096},{16.6817050375,-21.961315282},{16.626531945700002,-21.6485710123},{16.0291909428,-21.7194181526},{15.9777196814,-21.4311199703},{13.3533985544,-21.6726755548},{13.2850506578,-21.2292056769},{12.2636819383,-21.3470600437},{12.0743986896,-20.0163714381},{10.8517680828,-20.1556754136},{5.9513689924,-20.2814019844},{1.4811301307,-20.786404138800002}"
1744,"Ridge from iso M0 from NAM at 120.4Ma","MidOceanRidge","{'beginMa': 154.0, 'endMa': 147.8}",714,101,,"{37.087587181,-11.4400213767},{36.5754500484,-11.5691239015},{35.4354119526,-12.1400330046},{34.1446060901,-12.6785293903},{34.2736248696,-13.3547103386},{33.6894879559,-13.5942818549},{33.7059637274,-13.7106329632},{31.4002358598,-14.5348121147},{31.4173675851,-14.7260159709},{30.4814167617,-15.0798777429},{30.4971929965,-15.2323863476},{28.8531150937,-17.1461685936},{28.8932816656,-17.4753559941},{27.0021545517,-18.2418665788},{27.0476822478,-18.6020921361},{25.6599981144,-19.4070914421},{25.664702309,-19.4677858026},{24.4355281218,-19.9979129488},{24.4885784393,-20.4061410097},{23.7280758785,-20.6198616596},{23.709383999,-20.5504737884},{21.9514477121,-20.6869617965},{20.6574770418,-20.8762655245},{20.6133918455,-20.5269803168},{19.3683744576,-20.5575242333},{17.7651010246,-20.4939165557},{17.7367793135,-20.3324554016},{16.4373224168,-20.6233965857},{16.4088163909,-20.4145653804},{15.7741559778,-20.5498537154},{15.7221212149,-20.1542953967},{13.1085497861,-20.6317151595},{13.0257606888,-19.8932073788},{11.9934850037,-19.9940408126},{11.8128573877,-18.6948317579},{10.5607841337,-18.804247861},{7.2875307255,-19.1425471683}"
1745,"Japan sub zone fromEarthByte cob MG 4-20-07 for IZA part 2","SubductionZone","{'beginMa': 20.0, 'endMa': 14.1}",,,662,"{36.754484989,143.020563404},{35.9650657002,142.3675627709},{35.1627556141,141.96773798},{34.6128025937,139.8497747438},{33.3437426222,137.9063483671},{32.5099924811,136.5702033459},{32.2404715731,135.9822536452},{31.7202968332,134.8405722386},{31.2049,134.058},{30.3614,133.012},{29.2621563267,130.2962862893},{28.1046050393,127.5814164425},{26.7873192101,123.3739453821}"
1746,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 67.0, 'endMa': 63.1}",901,926,,"{66.7445839846,102.5701430116},{62.756596579800004,97.6928170915}"
1747,"Junction MOR","MidOceanRidge","{'beginMa': 150.0, 'endMa': 114.9}",499,534,,"{-11.2679290461,132.1160203133},{-9.5233469321,126.7772426482},{-8.226440739,124.6261345522},{-6.9694608676000005,122.6320904348},{-0.7420093295,113.1733633959},{0.1408713299,113.0818738115},{3.3300042892,107.1608224623},{4.2593389842,107.3365116558},{12.234321716,93.8112964703},{14.9975876134,88.7848404521},{15.9471755977,87.1703931566}"
1748,"Junction subduction","SubductionZone","{'beginMa': 155.0, 'endMa': 133.1}",,,499,"{-2.2566218444,65.8254842561},{-4.8518801332,75.8907677152},{-5.7120084133999995,80.5550010992},{-6.5066372805,83.2153925749},{-8.2298824228,86.6799274731},{-11.0228682192,91.5144076674},{-14.3242197152,95.8206904118},{-17.8771810687,99.5111194818},{-21.4193881963,103.4989080895},{-25.272600789,107.2698328009},{-32.9020290214,114.4695493831},{-36.2215257656,116.7517831843}"
1749,"Barito Sea Subduction","SubductionZone","{'beginMa': 145.0, 'endMa': 80.1}",,,614,"{-9.5696450572,109.2846498087},{-7.9225592024000004,111.5871810627},{-6.8478290651,112.9001269257},{-5.2614868396,114.9080390746},{-3.6165189940999998,115.4556461477},{0.3201980506,116.4487607357},{6.9047813439,119.192338822}"
1750,"North Borneo subduction","SubductionZone","{'beginMa': 190.0, 'endMa': 40.1}",,,614,"{7.0386107159,121.4895695029},{6.8113713453999996,119.1124267782},{5.6546494065,118.4500738036},{3.7839339956,116.6946963495},{1.266572611,114.9608424332},{0.2360099151,112.6991350595},{0.49051762860000003,111.2267211984},{1.0171274148,109.9929841946},{1.4365999895,109.4116161476},{2.3601906052,107.7050693406},{2.8287342152,106.0204547435},{2.8955003829,104.1388146161},{3.0662170833,102.5416091906},{3.4511300871,100.7698453917},{5.4334422715,92.0528671879}"
1751,"Proto South China Sea opening","SubductionZone","{'beginMa': 190.0, 'endMa': 50.1}",,,735,"{4.2415828868,99.7818947257},{2.3794593406,102.1146311913},{0.6493237867,105.9742242208},{0.2928720422,108.47825894},{-0.2463066734,111.3145463085},{-0.5076016092,113.1869947779},{-1.2270979883,114.2381020159},{-3.3397138179,116.9528137436},{-4.5259221872,121.2805152895},{-5.9043343226000005,125.1733062518},{-9.7318360562,127.9781823556}"
1752,"Proto Molucca subduction","SubductionZone","{'beginMa': 155.0, 'endMa': 140.1}",,,926,"{-43.0217542807,43.0083056693},{-35.7354700249,49.1192230919},{-31.9177387962,50.4585626964},{-28.1656928358,52.8661683472},{-26.0059659463,53.8523426741},{-16.4680521387,59.3657243654},{-6.7041638236,63.2208922553},{1.1801174294,64.3191963156}"
1753,"Sunda Jurassic-Cretaceous subduction","SubductionZone","{'beginMa': 180.0, 'endMa': 72.0}",,,67350,"{20.6327799834,88.5314035073},{17.1235518317,90.1764366188},{15.2122008787,90.9680271276},{13.6857148359,91.4330335222},{11.2951199923,92.4215877907},{8.5786903699,93.3178376389},{5.5513076681,94.4564012399},{2.3207286826,96.2371792674},{-0.2023036094,98.4148837349},{-4.4488668549,101.7766594372},{-7.4861112086,102.9152148345},{-11.4562440021,104.9557718795},{-14.7007465863,106.6325261319},{-15.4652154454,109.4464239251},{-13.7202834455,118.8722841259}"
1754,"Woyla Back-arc MOR","MidOceanRidge","{'beginMa': 145.0, 'endMa': 131.1}",787,789,,"{17.7335425166,89.6354054799},{14.8226710455,91.6882092325},{12.0103018235,93.2848375036},{11.6206736547,92.7908805205},{9.9459182408,93.8591574271},{9.547215315,93.2893927977},{4.4694735824,96.6417863271},{1.1775706799,98.7954711385},{1.4192659993,99.18200096},{-2.4421360224,101.8327896818},{-2.2554818833,102.1271194651},{-8.5396213095,107.4485746101},{-10.7535655666,109.2742467419}"
1755,"Proto Andaman Sea transform","Transform","{'beginMa': 180.0, 'endMa': 140.0}",,,606,"{16.244539526,92.6319456776},{38.8939439915,106.7976032763},{43.3299813812,110.9677961617}"
1756,"Panthalassa Subducting beneath Junction","SubductionZone","{'beginMa': 200.0, 'endMa': 155.1}",,,801,"{-3.1667754183,151.9408254572},{-1.69449,152.188},{11.9216,153.717}"
1757,"Panthalassa Subducting beneath Junction","SubductionZone","{'beginMa': 200.0, 'endMa': 155.1}",,,801,"{11.9216,153.717},{29.4960316675,155.8064238122},{33.6179237007,156.6940467383},{38.9830437708,157.2673732958}"
1758,"Cretaceous back-arc","MidOceanRidge","{'beginMa': 142.0, 'endMa': 115.1}",781,678,,"{-0.038197540700000004,150.0669770228},{-1.6685791269,152.6534086719},{-3.3374354127,152.1877140399},{-4.011978935,153.3153521371},{-5.0850122122,152.9326556582},{-5.6129310603,154.0358535214},{-8.6413448525,153.1515221603},{-10.1043511875,156.5335059108},{-12.8406963469,155.8774305855},{-15.8654769799,164.0336166438}"
1759,"Proto Philippine transform","Transform","{'beginMa': 142.0, 'endMa': 100.1}",,,609,"{-2.0990835997,141.7699865679},{5.2879128581,142.9825306399},{11.1813010945,143.5637393132},{15.5969385733,143.7962854713},{18.3850709694,144.0161785549},{21.5746858988,143.8795214727},{29.9557794957,142.3731038751}"
1760,"Philippine Arc","SubductionZone","{'beginMa': 133.0, 'endMa': 130.1}",,,609,"{41.310540483,102.4549111913},{36.5966704127,112.4335511458},{33.9663649223,117.6015125801},{31.8073038826,123.2996730346},{30.7010027518,127.4770782828},{28.275799009300002,131.2940454105},{26.6072287131,134.6013906913},{22.6689144336,139.8330876422},{11.517598152,158.3145471328},{8.2256218348,163.0017808066}"
