,"name","boundaryType","validTime","leftPlateId","rightPlateId","reconstructionPlateId","points"
1668,"MOR Nazca-Bauer","MidOceanRidge","{'beginMa': 10.0, 'endMa': 5.1}",911,971,,"{-5.1990310269,-95.2999575881},{-5.6399331788,-95.2549070071},{-6.3601482175,-95.2095181208},{-8.4400076215,-95.1294843959},{-8.904400305,-93.4852440159},{-9.7754274664,-93.3176080114},{-9.936349816,-92.2941654344},{-12.1375005692,-92.7293245747},{-13.5482144581,-93.5767462534},{-13.2959994039,-94.0177470931},{-14.9142556957,-94.9307127369}"
1669,"BELLINGHAUSEN SEA, MARIE BYRD LAND-PACIFIC","MidOceanRidge","{'beginMa': 47.9, 'endMa': 40.2}",804,901,,"{-43.5765059945,-86.9093124994},{-51.5386773143,-90.7507796921},{-53.5611019003,-91.7417089323},{-58.8483326864,-95.1333475674},{-58.3031219583,-97.8233492025},{-60.6190703811,-99.7595218178},{-59.4004802704,-105.2980666819},{-60.4337075901,-106.6821953554},{-58.4583642509,-113.9795244128},{-62.2442260213,-119.9538892309},{-60.8599297631,-124.7127689475},{-64.5548005932,-131.8186594229},{-64.1514045231,-132.7528081459},{-65.0621423246,-134.6840708715},{-65.4741838519,-133.7307011556},{-67.7963489331,-140.2998750329},{-66.8941087129,-142.0983576876},{-67.7776526727,-144.7438744715},{-67.2691871699,-146.2535435086},{-68.1046719759,-148.5620046482},{-67.4229848274,-150.5771819244},{-68.3999503554,-154.6782728519},{-68.7284279114,-154.3272216665},{-69.1624469472,-156.43898815},{-68.5316558643,-157.4349378392},{-69.2504813582,-160.7243894299},{-69.5291790199,-160.3381752498},{-69.9718126608,-163.4995553259},{-70.0693462429,-163.4301019193},{-70.1584496084,-167.0871079214},{-65.5706592425,178.2634818602}"
1670,"MOR Cocos-Nazca","MidOceanRidge","{'beginMa': 15.0, 'endMa': 10.1}",911,909,,"{-1.3848415549,-95.1215620029},{-1.4586841068,-89.2901928871},{-1.5635977018,-89.1588003934},{-1.5690548042999999,-87.9428460546},{-1.7022619797,-87.8953220634},{-1.6741579093999999,-86.5415162866},{-1.5290952083,-86.5527337466},{-1.5632708732,-85.1821401615},{-1.4182800826,-85.1813643574},{-1.4130327126,-83.8640135181},{-1.0826140578,-83.2484376694},{-0.623886964,-82.6709573216},{0.012175984400000001,-82.2762168129},{0.5024244557,-81.7128842076},{0.6561794798,-81.0716526191},{13.5708218376,-69.9695565014}"
1671,"COCO-PAC MOR","MidOceanRidge","{'beginMa': 20.0, 'endMa': 15.1}",901,909,,"{18.6306632136,-119.6734098158},{9.1227635804,-117.7938592682},{8.3194273353,-122.8882388629},{4.9361709707,-121.7393186847},{5.0992420632,-120.9817793194},{1.4779267705,-120.2625886375},{1.7301233709,-118.995918375},{-2.74667209,-119.1495702026}"
1672,"Ridge from iso on CAR at 25Ma","MidOceanRidge","{'beginMa': 25.0, 'endMa': 20.1}",205,222,,"{17.3282818857,-83.2927293968},{17.5003842693,-83.3231914589},{18.5294634521,-83.4996909689}"
1673,"Ridge from iso on CAR at 10Ma","MidOceanRidge","{'beginMa': 10.0, 'endMa': 3.1}",205,222,,"{17.6381087431,-82.1835523268},{18.6890906902,-82.3882923605}"
1674,"NAZ-PAC MOR","MidOceanRidge","{'beginMa': 20.0, 'endMa': 15.1}",901,911,,"{3.4444114956,-118.515216724},{2.4373104265,-118.740270632},{1.537107481,-118.834315606},{-1.0295359662,-119.1021756337},{-11.7926538682,-120.1940960693},{-11.3997878874,-125.6067920112},{-16.5063117059,-125.4446960966},{-21.8396190788,-125.2687061705},{-21.8942388072,-128.0626042056},{-31.9398171368,-127.9482465549},{-33.6122467782,-121.2022731107},{-37.8913490009,-121.1192136801},{-38.5900901739,-118.0580334438},{-39.1946786782,-114.8701881814}"
1675,"Bauer Microplate MOR","MidOceanRidge","{'beginMa': 15.0, 'endMa': 5.1}",901,972,,"{-14.4736052767,-114.8881699979},{-12.8639168182,-121.4016825781},{-11.1801606906,-121.5395461785},{-11.1325680877,-118.9073557652},{-7.8072402837,-118.2129769697},{-8.0246213644,-117.1496752089},{-2.9250277051999998,-116.0282368019},{-3.2679601456,-107.612709664}"
1676,"MOR Nazca-Bauer","MidOceanRidge","{'beginMa': 15.0, 'endMa': 10.1}",911,971,,"{2.2212481492,-90.2643361949},{-1.5151394544999999,-91.7975009573},{-4.787400322,-91.9360382668},{-7.2704459116,-91.9455336944},{-8.5803297824,-91.949137859},{-8.9808243637,-91.6326647548},{-9.5044955314,-91.787564046},{-9.988717837,-91.0338675577},{-10.8633001745,-90.9785228631},{-10.852311436699999,-90.7346849683},{-12.2420684414,-90.738475161},{-12.3248361568,-90.4363601388},{-14.280703868,-91.2806666808},{-14.4344802955,-91.7485426232},{-15.0798074417,-94.8297991327}"
1677,"Malvinas Ridge Jump","MidOceanRidge","{'beginMa': 66.0, 'endMa': 56.0}",701,201,,"{-44.3738430194,3.3365900315},{-46.0842599825,7.1286514457},{-47.4995369303,8.8615397041},{-48.9842595293,10.248095},{-51.4836308202,12.8476111204},{-51.0927278848,13.1956845554},{-51.1672516424,13.4566589716},{-49.9775784662,14.1197035613},{-50.1874012881,15.2493196106}"
1678,"Ridge from iso A13 from NorthAmerica at 33.1Ma","MidOceanRidge","{'beginMa': 35.0, 'endMa': 25.1}",714,101,,"{44.0792924819,-25.4275187182},{43.5894774118,-25.71746837},{43.1990861079,-25.7604241961},{42.7702354952,-25.8717990582},{42.1134201529,-25.9318234388},{41.6706410137,-26.1264285019},{41.3235389266,-26.2428024773},{41.1169389343,-26.2647317765},{40.429483775,-26.128302362},{40.0525155487,-26.0795711903},{39.4710736813,-26.0363876038},{39.2151405595,-26.0848202682},{39.0089953775,-26.1347417666},{38.8334024574,-26.2284767792},{38.665466295,-26.3502237456},{38.5371207008,-26.457920315},{38.5573376568,-26.7444572265},{36.6939870454,-27.352183781},{36.7923908757,-28.7829189489},{35.9487217986,-28.7478779299},{35.9469751682,-28.6924527951},{35.3845656577,-28.8848983495},{35.4495934542,-29.4078447488},{34.8567274582,-29.6633860555},{34.8580049617,-30.0167041071},{34.2757701412,-30.2783690769},{34.3808472859,-31.6617352395},{33.8601576439,-31.7909713984},{33.8623762714,-32.1467366342},{32.6224035535,-32.8647948849},{32.8109714016,-34.6772091223},{31.4272273831,-35.2306514406},{31.4198205371,-35.47914344},{30.2350049859,-35.942228266},{30.2896786412,-36.5357771243},{29.4945757036,-36.8751028457},{29.51905298,-37.0960679535},{29.01141748,-37.3067722021},{29.1344704609,-38.0185166223},{28.5607702648,-38.284458},{28.5371295647,-38.4323365867},{27.8411855964,-38.6407635403},{27.8354170276,-38.7303651572},{25.0471295414,-40.0811800462},{25.0372412607,-40.0552898876},{24.218421505,-40.4068761291},{24.2318973656,-40.566416782},{23.5923383419,-40.938653886},{23.5952512683,-41.0526561883},{22.8830223357,-41.2911174771},{22.7889461747,-40.5877333223},{20.9019113914,-40.8011123659},{20.8940801533,-40.5745435837},{19.6108836006,-40.7468344801},{19.5976942155,-40.6507819449},{18.792388943,-40.7837954213},{18.7991132581,-40.8969559013},{17.9945808031,-41.0325084375},{17.9829571831,-41.1043064822},{16.6446391933,-41.3572509082},{16.6371311364,-41.4672555202},{15.6473909085,-41.6036828313},{15.619305023,-41.4216929047},{14.4864935714,-41.5680103503},{13.4149004978,-41.8441998932}"
1679,"Madagascar-Afr MOR","MidOceanRidge","{'beginMa': 154.0, 'endMa': 140.5}",701,802,,"{-13.9828102433,40.6837339135},{-19.2523041329,40.8519316377},{-19.472986684,39.301673884},{-20.6786631162,39.3196922501},{-20.789799633,37.9395725137},{-21.9838398437,37.9581986354},{-21.993666569,36.3274315711},{-23.7862203808,36.3305627998},{-25.1583406277,36.2932579101},{-25.1690187201,33.5984972052},{-25.1836719031,33.0447515494}"
1680,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{42.179635073,171.357315626},{42.1700151666,168.4847455319},{42.0302902919,165.4835456151},{42.0315840807,164.9231225962},{41.9689409137,164.6500815059},{41.6997766436,164.1087679609},{41.3938072333,163.4546658329},{41.5652823874,163.3064210926},{41.2051700485,162.5002823533},{42.6208893202,161.4834667314},{42.4845676201,160.9592099428},{42.4420579423,160.3510114943},{42.290190202,159.6606074512},{42.0656301594,158.6772553704},{42.0360804648,158.480186013},{41.9703016046,157.9674151528},{41.6944850528,156.7869412013},{41.5781632577,156.4467728513},{41.0195154775,154.318488912},{40.898201888,153.9448162833},{40.4060218802,152.7489954458},{40.1100955959,151.945933491},{40.5231189961,151.6530342046},{40.8607691915,151.3307850854},{41.0360200649,151.2932804067},{41.0934146165,151.2564291263},{40.9305450207,150.8592619285},{40.7875596786,150.4907974283},{40.6580543369,149.9731244429},{40.499165737,149.4928009747},{40.4201383356,149.2632519776}"
1681,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{40.4234578415,149.2635549601},{40.3064538118,148.9310599193},{43.0170219354,147.539876994},{42.4790700857,145.68566472},{41.345409037,142.1416763674}"
1682,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{41.3458326891,142.1323541669},{40.9885458734,141.1085756562},{38.3390633524,141.3978532692},{35.6604278738,142.8705132783},{34.2299051721,139.3239830383},{33.3067812757,139.8600941932},{30.3299494948,141.4997499349},{29.6986922953,141.8384410834},{29.1525531069,140.5952995694}"
1683,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{29.1678925016,140.647920875},{28.1269096184,138.3767621877},{25.3659195932,139.8200204954},{23.3851928557,135.3292158553}"
1684,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{23.3604524261,135.2757886992},{21.4689880207,131.3402977696}"
1685,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{16.3579066635,126.1044742421},{11.8905386846,118.7114728463},{7.7547590201,120.9128494809}"
1686,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{7.7404159383,120.907572168},{3.003721714,111.8928361325},{-0.0131869237,113.3788277261},{-4.601352087,115.2559306829},{-9.7712730002,117.4254211009},{-13.8619070973,118.9620086382},{-14.2697061242,117.7358837423}"
1687,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 125.7, 'endMa': 120.7}",901,926,,"{21.470876669,131.3355375252},{19.920930259,128.3448289597},{18.1776534687,129.3310935648},{16.3551768691,126.0979660949}"
1688,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 120.6, 'endMa': 110.1}",901,926,,"{45.6249152819,139.9651629253},{45.0686400481,138.3394525644},{41.6613895766,140.6773254073},{39.6715290446,135.7296489844},{32.6741917558,140.2206134568},{31.0972974453,136.662236891},{28.2282977719,138.2601162983},{22.5905661449,126.648822107},{21.0846486973,127.5361428388},{14.8253841976,116.8421036147},{10.1349524784,119.6312114296},{5.2388019381,110.6667135883},{1.9944950017,112.3704537333},{-6.3026137809,115.8550635797},{-8.3618544948,108.8745755804},{-9.8141557877,103.6625188168},{-12.3581950597,104.1217043402},{-13.9240817661,95.4223112586},{-16.7559492902,95.5523654355},{-17.9053498568,72.8981434027},{-23.1370023145,72.7906424812}"
1689,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 120.6, 'endMa': 110.1}",901,926,,"{48.5303581011,176.921976033},{45.7227081093,165.7373709372},{43.8822392253,160.6340783437},{46.5576746199,158.7088549721},{44.1377960016,152.6914983163},{42.0092415491,148.0758044266},{47.1997398886,145.1402162361},{45.6227254944,139.9517678767}"
1690,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 130.4, 'endMa': 125.8}",901,926,,"{32.9288165114,144.1763932422},{31.7271955858,140.7722042782},{30.1119236582,141.6116503994},{28.2895435896,142.8246388614},{27.3397456664,143.5395749302},{26.4822732259,141.8125390212},{25.8674043743,140.5839278182}"
1691,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 130.4, 'endMa': 125.8}",901,926,,"{37.5710762701,141.842022482},{36.6280670817,142.2742755569},{35.4869081491,143.0730536282},{34.4600622182,143.4604980396},{33.0127106365,144.1981204093}"
1692,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 130.4, 'endMa': 125.8}",901,926,,"{40.4517894449,169.0288898499},{40.1655675467,165.7164133617},{39.9667841745,163.6959341761},{40.0668936675,163.3377467323},{40.4552862484,163.0057473703},{40.1475326642,161.8737816505},{40.2767341788,161.7787439384},{39.7584009979,159.7509380177},{39.508358234,158.7832920345},{39.1421336427,157.2911415692},{38.6701090242,155.7302471468},{37.9734784441,153.3305550115},{38.5268889574,153.1156476995},{38.309119827800004,152.4763992737},{38.2345527713,151.9798372993},{37.75372961,150.7613767144},{38.1254485855,150.5257574356},{38.1279744679,150.2889193419},{38.9956511717,149.6369435063},{40.3497915979,148.9513544995},{39.9232705232,147.6060745324},{39.9121261437,147.4535677998},{39.7048900257,146.9110173407},{39.7216613581,146.8380954617},{39.244841504,145.2564406177},{39.1983677825,145.1488090202},{39.1366664412,145.0624471747},{39.0866132592,144.9955656328},{38.9646017864,144.8767963367},{38.7791878416,144.502011821},{38.7084528293,144.5037254468},{38.577618765,144.2602326451},{38.5223878557,144.0967284803},{38.3189611895,143.6789378702},{37.5563412329,141.5763458211}"
1693,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 146.6, 'endMa': 137.9}",901,926,,"{6.8744734516,139.3865723583},{10.1020145829,134.9604128642},{-3.4633889154,125.2355511764},{-7.2054184044,122.5277115614},{-8.8758924401,121.4122934593},{-11.287841132,119.656099784}"
1694,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 146.0, 'endMa': 137.9}",901,926,,"{16.7421605399,146.1399371893},{13.2263295152,143.5163270226},{7.0372977903,139.0809864955}"
1695,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 146.0, 'endMa': 137.9}",901,926,,"{17.4909740141,146.7099058798},{16.7384572461,146.1376598274}"
1696,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 180.0, 'endMa': 168.1}",901,926,,"{-2.3484817868,142.1576108584},{1.0938492965,145.509611145},{4.5048704209,148.7068412638},{11.5604662279,154.5939232126},{14.7921855135,157.3498794669},{16.579875285299998,158.9210853127},{22.5130492585,164.4581576774}"
1697,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 110.0, 'endMa': 100.1}",901,926,,"{28.1296014146,125.8167711131},{26.8537146978,123.6153767888},{25.3609187582,124.66430507},{22.3989805629,119.8627583544}"
1698,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 110.0, 'endMa': 100.1}",901,926,,"{31.0325169475,131.2953325342},{28.1297861235,125.8162918267}"
1699,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 110.0, 'endMa': 100.1}",901,926,,"{47.6349735152,137.91129908},{45.0470864223,131.4395775585},{37.0577256665,137.5648142773},{35.351330266,133.8651478866},{32.9148690139,135.3996204458},{30.9966310716,131.2846191603}"
1700,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 110.0, 'endMa': 100.1}",901,926,,"{54.3356504172,179.4634192784},{51.7414433795,173.2551132262},{49.6612854751,169.3712943753},{48.9676815856,164.7956136036},{47.6370637013,158.2750238776},{49.1653006808,156.9700818621},{48.544225117,154.4287502696},{47.4425270682,150.4156819259},{46.2966475613,147.3307584358},{45.8243637603,145.9348721913},{47.27371437,145.1301654279},{49.4615326577,143.7385152808},{47.6232992628,137.9298903998}"
1701,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 110.0, 'endMa': 100.1}",901,926,,"{13.8454050589,117.3507267573},{8.5833551302,108.9146178965},{5.1652677918,111.206598843},{-2.5857226517000003,114.4899824929}"
1702,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 110.0, 'endMa': 100.1}",901,926,,"{22.3936335317,119.8379898233},{18.5043776081,114.2241703693},{16.2128536798,115.8147593481},{13.9070057699,117.3490154403}"
1703,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 110.0, 'endMa': 100.1}",901,926,,"{-2.5944247351,114.5047039747},{-6.9866449499000005,102.940312654},{-8.3892261833,103.4829014991},{-9.9865180124,103.8791422661},{-11.9195808246,95.7096412509},{-16.288497275,95.7798127292},{-17.0210703199,86.3640986659},{-17.1500012747,80.5797762793},{-22.4020878383,79.4778723482}"
1704,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 84.1}",901,926,,"{0.2697112485,113.2445298979},{-4.6043410827999995,101.8948260532},{-5.7556535204,102.2764124899},{-8.0274233576,103.0886705491},{-10.0718934064,95.2440860262},{-14.4200387916,95.870393219},{-15.3509594688,87.1518923629},{-15.3528757344,86.5984015278},{-15.3700811057,80.9796398174}"
1705,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{11.7950790994,107.0120752691},{7.3816010543,109.9604259771},{0.25991041400000003,113.2732955964}"
1706,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{17.5437924418,114.8664817592},{11.8239584718,107.0216804892}"
1707,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{26.0465842308,116.2211625079},{22.0048338608,111.1969479239},{17.5444009647,114.8463420785}"
1708,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{32.0829005962,121.8083895586},{30.9808636434,120.1482272023},{29.66719514,121.2715121546},{26.0191559882,116.1876598738}"
1709,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{34.993030186,126.653219535},{32.0811141579,121.8309587405}"
1710,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{51.6588854289,142.1473434737},{54.9768488191,139.3811417311},{50.0354027872,126.421947247},{41.6852012573,134.2813989451},{39.8684524163,130.4730992959},{37.8363100825,132.0900297371},{34.993030186,126.653219535}"
1711,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{55.5882788281,166.0057243477},{55.4279986271,164.0946163223},{51.6284969761,142.0826034459}"
1712,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 100.0, 'endMa': 83.6}",901,926,,"{55.5185624131,-179.2946824971},{55.7131761645,174.4168614817},{55.4550112497,164.0886604331}"
1713,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 83.0, 'endMa': 67.8}",901,926,,"{15.418349044,103.8026668251},{11.9565189788,107.0700602223},{5.6058402533,111.3272662259}"
1714,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 83.0, 'endMa': 67.8}",901,926,,"{20.2006781985,108.2300728583},{15.4268918937,103.8085807757}"
1715,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 83.0, 'endMa': 67.8}",901,926,,"{30.9685284628,110.9426868331},{26.3520525976,106.4928613051},{22.7695450154,110.7916710243},{20.1589948674,108.21915482}"
1716,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 79.0, 'endMa': 67.8}",901,926,,"{67.6409710146,165.2839014607},{65.1419454677,143.9046179601},{61.9948095144,131.4367753891},{64.9390882598,126.3624643733},{58.2694241247,112.4039300395},{51.4992768053,124.4157689978},{49.0061846182,120.5110861269},{46.8433107341,123.4878373469},{38.0259172188,111.8741056369},{37.1161996329,113.2343640986},{32.6275178228,108.5517494356}"
1717,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 67.0, 'endMa': 56.0}",901,926,,"{62.756596579800004,97.6928170915},{58.3185239575,111.8779530261},{55.4615762648,107.8878779794},{52.3968441126,114.6441153316},{46.6199953337,107.3783908793},{43.214121647,104.2763886965},{42.3294581293,105.4092168852},{39.9357486944,103.3652912376}"
1718,"IZA-PAC MOR","MidOceanRidge","{'beginMa': 190.0, 'endMa': 180.1}",901,926,,"{19.3419255763,165.3087118677},{15.6543241017,162.0523893141},{14.7666588357,161.2917863037},{8.1672334791,156.4576051948}"
1719,"Ridge f iso A18 on IND at 40.1Ma","MidOceanRidge","{'beginMa': 34.0, 'endMa': 25.1}",501,701,,"{-2.82042458,71.6690493263},{-1.5083088408,71.2881017493},{-1.3633500202,71.6134553421},{-0.5275609984,71.3503111893},{-0.4095392182,71.5740345414},{1.3981033023,70.6062968944},{3.4510726498,69.6569079461},{4.4395558348,69.2263250586},{6.3570075066000005,68.4888535119},{6.8814614073,67.0502182479},{7.4879764829,65.6502676062},{9.6602831161,62.5910477698},{10.6912067378,60.1864035446},{11.358981389,58.3428489859}"
1720,"Ridge f iso A18 on IND at 40.1Ma (extended for closure)","MidOceanRidge","{'beginMa': 34.0, 'endMa': 25.1}",501,701,,"{-3.1713821601,71.7704194422},{-2.4289487835,71.5549527708},{-2.0119642927,71.434049883}"
1721,"Ridge from iso A6 from NorthAmerica 20.1Ma","MidOceanRidge","{'beginMa': 25.0, 'endMa': 15.1}",104,701,,"{45.3393993816,-31.4938690656},{43.5269143295,-32.6015128573},{43.2230613211,-32.6540449992},{42.9622756325,-32.7137641242},{41.9893742041,-32.8560298963},{41.8013334763,-32.9539917961},{40.8761506851,-33.0981775677},{40.7974506384,-33.4148730879},{40.0543445625,-33.5218061381},{40.0099066284,-33.415891774},{38.6009422181,-33.6343716439},{38.595603797,-33.7437146341},{37.8508828227,-34.2264597445},{37.8646104602,-34.4594777131},{37.6796517318,-34.5462261039},{37.9709224895,-35.9786823104},{37.1671070513,-36.3030552036},{37.1764713998,-36.3464337029},{36.0694951381,-37.3803032888},{36.0777065673,-37.4790709809},{35.4810474106,-38.1133927586},{35.6648605294,-39.0361276369},{35.0848549214,-39.2027315453},{35.1897474461,-39.8366864522},{34.5356629946,-39.9706171804},{34.6614432791,-40.6134893677},{33.9778163339,-41.0059213704},{34.2429732749,-42.263840648},{33.5507728778,-42.7430960768},{33.4958825781,-42.4722808501},{32.8130152844,-42.9582433053},{32.8550998642,-43.1762254267},{31.6687595889,-43.9852092008},{31.8149248652,-44.6039926937},{30.5100648674,-45.3669924704},{30.5862341858,-45.8022507702},{29.9749198414,-46.1587063865},{29.9852723834,-46.285877666},{29.3284164258,-46.6408426661},{29.3300848976,-46.7267326571},{26.5538101464,-48.1934543272},{25.7558500201,-48.5515407729},{25.8109181055,-48.8502570017},{25.0985525522,-49.0843378542},{25.1202264349,-49.2422682332},{24.4111636042,-49.4631052274},{24.1671821166,-48.5467951278},{23.2458202972,-48.8120803164},{23.1978072199,-48.6660659605},{22.4279373479,-48.8820633272},{22.3826501697,-48.7238968451},{21.1569372833,-49.0477803049},{21.1095813362,-48.8778153633},{19.4600608151,-49.2844740065},{19.4197948903,-49.1117000765},{18.8596887277,-49.2260824994},{18.8851420195,-49.3974353021},{18.132369145,-49.568045745},{18.1434917479,-49.7197041729},{16.0636669688,-50.1204175997},{14.7556860831,-50.3118725998}"
1722,"Ridge from iso A18 from NorthAmerica at 40.1Ma","MidOceanRidge","{'beginMa': 43.8, 'endMa': 35.1}",301,101,,"{57.2816340229,-27.9108053214},{56.035,-27.8979},{55.2034,-28.0968},{54.2062,-28.2707},{52.7516,-28.4039},{52.124,-28.3811},{52.0771692309,-27.7944493826},{50.9762171592,-27.6052796941}"
1723,"Ridge from iso A25 from NorthAmerica 55.9Ma","MidOceanRidge","{'beginMa': 47.9, 'endMa': 43.9}",301,101,,"{57.4647002164,-26.7733079017},{55.9256564317,-26.8025166362},{55.6650185822,-26.8651751848},{55.0717377046,-27.2774801934},{54.6941468211,-27.4339314793},{54.2393816947,-27.3949040791},{53.9843665453,-27.4129809071},{53.6947278117,-27.4973072967},{53.3287066507,-27.5710653767},{53.0282020379,-27.5678487855},{52.7342451665,-27.7038478186},{52.5346880827,-27.7360671427},{51.8011737964,-27.7276362745},{51.7929656195,-27.0346954143}"
1724,"Ridge from iso A25 from NorthAmerica 55.9Ma","MidOceanRidge","{'beginMa': 55.0, 'endMa': 53.4}",301,101,,"{57.8845908269,-24.7249990409},{55.9638439253,-24.8796386863},{54.0791254407,-25.573892379},{52.0734046977,-25.5734031809},{52.0741736589,-24.3795865297}"
1725,"Ridge from iso A25 from NorthAmerica at 55.9Ma","MidOceanRidge","{'beginMa': 73.0, 'endMa': 55.9}",301,101,,"{55.4809639282,-23.9490149405},{54.8234173169,-23.2694080642},{53.8050972753,-22.8012560481},{53.1366113496,-22.6134728774},{52.1928162269,-22.16521311},{50.3382946775,-21.7167383214},{48.448267508,-21.2564688483}"
1726,"Ridge from iso A25 from NorthAmerica 55.9Ma","MidOceanRidge","{'beginMa': 53.3, 'endMa': 48.0}",301,101,,"{57.7968859519,-25.1045415831},{55.6432708829,-25.3645597675},{55.128741728,-25.7621781625},{55.1201319586,-26.0680047967},{54.0018756321,-26.1031800423},{53.2284726051,-26.0002197624},{51.906752174,-25.951704746},{51.9264384125,-25.7075701463},{51.9623388237,-25.3111405153}"
1727,"Ridge from iso A6 from NorthAmerica 20.1Ma","MidOceanRidge","{'beginMa': 25.0, 'endMa': 15.1}",301,101,,"{56.7675094396,-30.159634618},{55.8676156655,-30.4653569209},{53.7864461677,-30.9378482893},{52.2863097588,-30.8679951921},{51.8614196279,-25.9187879606}"
1728,"Ridge from iso A6 from NorthAmerica 20.1Ma","MidOceanRidge","{'beginMa': 25.0, 'endMa': 15.1}",301,101,,"{44.5970419665,152.9022453727},{47.0281477853,151.4205461876},{49.4722223193,150.1276803674},{51.591381954,148.6364108612},{54.0127236211,146.8348431111},{54.942124019,145.4325650192},{77.036410233,121.3843854101},{78.5781239166,120.1334162889},{80.6957485448,113.1761576423},{82.4380674096,106.8339496524},{83.455803391,93.8150563618},{84.0603806142,76.7601946319},{85.0829413048,62.0472170663},{85.0362026513,50.2251898383},{84.4167033489,36.7003660817},{82.3917113209,9.0567611999},{81.7546792687,6.8540538767},{80.1528794932,11.6168664696},{76.730674609,16.7552484238},{76.270989239,14.9675504057},{75.7121242992,16.1767620006},{75.250939211,14.5290893313},{75.0512978066,14.8554030561},{74.1034538123,12.561987375},{73.1812008797,16.1106178844},{72.571734695,15.1498009363},{71.8361055652,11.9452754748},{70.8715590892,4.9371814525},{70.345160964,0.6715963697},{69.9440111319,-1.1025180351},{70.1283202759,-2.6503798587},{69.7640091579,-3.5399371593},{70.36657533,-8.2855672997},{68.7689825434,-9.8925193456},{68.1535925872,-11.4987086216},{66.8969386097,-12.761264894},{65.5203967766,-13.7368107556},{65.3615865111,-13.9111929327},{65.2417734185,-14.0110820406},{65.1213008844,-14.1229491034},{65.0115558688,-14.2183130834},{64.8427952009,-14.810373049},{64.7601709572,-15.033591121},{64.6981841592,-15.3615036149},{64.6170518916,-15.6349436967},{64.5449944587,-15.8443667531},{64.4455258197,-16.1586484546},{63.676696017,-17.8607936691},{63.4270581285,-18.1951298681},{62.9453812555,-18.8620185764},{62.6083822344,-19.4312875188},{61.7569780228,-20.989930317},{60.9168419467,-22.5015890023},{59.9437850654,-23.9222335603},{59.145723879,-25.2358519996},{58.266525958,-26.4357163253},{57.7306295422,-27.2505922815},{57.7513656145,-27.533661073},{57.237959846,-27.8342402583},{57.2376728445,-28.0486179673},{56.5224942572,-28.6195854438},{56.5478270941,-29.787623225},{55.8676156655,-30.4653569209}"
